# number	RA[deg]	dec[deg]	Vmagnitude
5017	200.201250	-54.199444	6.02
5018	200.149167	-35.287778	2.75
5019	200.240417	-45.119444	5.77
5020	200.719167	-71.853333	6.05
5021	200.173333	2.941667	6.26
5022	200.079167	40.150556	5.60
5023	200.374583	-18.511111	6.21
5024	200.648750	-59.027778	6.18
5025	200.657917	-59.011667	4.53
5026	200.567500	-51.816944	5.83
5027	200.423333	2.087222	5.69
5028	200.719583	-46.056944	6.16
5029	200.760833	-47.437222	6.38
5030	200.540417	5.154722	5.87
5031	201.002083	-63.464167	4.53
5032	201.279583	-73.112222	5.05
5033	200.786250	-32.810000	6.22
5034	200.754583	-16.264722	5.37
5035	200.515833	43.903056	6.35
5036	200.967917	-48.176944	6.48
5037	200.828750	-3.075556	5.89
5038	201.307917	-63.514722	5.31
5039	201.458750	-69.372500	5.67
5040	201.138333	-4.836111	5.75
5041	201.826250	-73.308056	6.63
5042	200.975000	37.033889	6.07
5043	201.127083	12.431944	6.44
5044	200.981250	54.925278	2.27
5045	200.985000	54.921667	3.95
5046	201.298333	-10.838611	0.98
5047	201.277917	23.854444	5.78
5048	201.532500	-38.244722	5.09
5049	201.547500	-0.807500	5.97
5050	201.733750	-40.501944	5.69
5051	201.776250	-48.856111	6.31
5052	201.306250	54.988056	4.01
5053	201.836667	-48.619167	6.28
5054	201.680000	-11.292222	5.25
5055	201.811250	-39.836944	6.40
5056	202.193333	-68.371944	6.20
5057	201.569167	46.028056	5.88
5058	201.863333	-14.026389	4.76
5059	202.281667	-63.324167	6.11
5060	201.499583	63.261111	6.50
5061	202.355000	-50.834722	5.06
5062	202.107500	13.778889	4.98
5063	201.533750	72.391389	5.79
5064	201.769167	64.735556	6.66
5065	201.794583	64.719444	7.04
5066	201.997917	52.745833	6.34
5067	202.109167	40.729722	6.47
5068	202.312083	-0.635556	6.43
5069	202.048750	50.587222	6.80
5070	202.428333	-22.718611	4.97
5071	202.304167	10.818333	5.65
5072	203.311667	-76.431667	6.48
5073	202.190417	50.718333	6.43
5074	205.231250	-84.213889	5.58
5075	202.112917	59.945833	5.40
5076	202.500417	7.178889	6.17
5077	202.490000	6.013333	6.51
5078	202.607083	-5.529722	6.09
5079	202.761250	-38.592500	3.88
5080	202.888750	-27.887222	6.47
5081	201.736250	78.643889	5.77
5082	203.022083	-37.600833	6.16
5083	203.398750	-64.367500	6.37
5084	203.011667	-17.271111	6.01
5085	202.991250	-5.744167	4.69
5086	202.815833	42.106111	6.08
5087	203.149583	-27.307222	5.69
5088	203.143750	-28.434722	6.45
5089	203.215417	-14.636944	5.55
5090	203.242083	-9.835000	5.21
5091	203.252917	-6.805000	6.68
5092	203.200417	24.346389	6.11
5093	203.620417	-47.727778	6.33
5094	203.681667	-32.689167	6.44
5095	203.532917	3.658889	4.94
5096	203.668750	-12.785556	5.91
5097	203.673333	0.595833	3.37
5098	203.590833	38.789167	6.37
5099	203.530417	55.348611	5.60
5100	203.699167	37.182500	4.98
5101	203.880417	-4.603889	5.73
5102	203.613750	49.016111	4.70
5103	204.300833	-60.308056	5.63
5104	203.888750	10.204722	6.49
5105	204.799583	-74.316111	6.34
5106	203.808750	44.196944	6.84
5107	204.210417	-33.532222	6.50
5108	204.275000	-43.856667	5.98
5109	204.690417	-69.555000	6.10
5110	204.201667	-25.505000	5.78
5111	204.348750	-45.571667	5.90
5112	204.531667	-57.585000	6.42
5113	204.246250	24.613333	5.74
5114	204.704583	-56.376944	6.01
5115	205.002500	-69.211667	6.59
5116	204.165833	49.486667	6.49
5117	204.365000	36.295000	4.82
5118	204.675000	-28.439167	5.83
5119	204.532917	14.301667	6.52
5120	205.045417	-63.423056	5.79
5121	203.678333	76.546667	6.57
5122	204.971667	-52.533611	2.30
5123	204.429167	50.714722	6.48
5124	204.998750	-48.049722	6.00
5125	204.920000	-38.251944	6.27
5126	204.952500	-39.948056	5.60
5127	204.759583	18.265278	6.48
5128	204.894167	10.746111	5.57
5129	204.295833	71.242222	5.50
5130	205.504583	-57.212778	5.38
5131	205.436250	-53.440000	5.01
5132	204.876667	52.921389	5.46
5133	205.065000	31.011944	6.21
5134	205.168750	19.955556	5.75
5135	205.162917	28.065278	6.23
5136	205.378750	-22.550278	6.59
5137	205.440417	-32.403056	6.05
5138	205.096667	50.519444	6.32
5139	205.259583	22.495833	5.62
5140	205.403333	-7.296944	5.01
5141	205.733750	-55.231944	6.00
5142	205.727500	-49.209444	6.41
5143	205.088750	57.207500	6.29
5144	205.184583	54.681667	4.66
5145	205.729167	-40.598889	5.98
5146	205.552917	8.388333	6.16
5147	205.916667	-41.932500	5.98
5148	206.066250	-50.986944	6.47
5149	205.765417	3.538056	5.36
5150	205.620000	41.674167	6.30
5151	205.680833	34.988889	5.98
5152	205.374583	64.822500	5.85
5153	205.976250	-4.501111	6.51
5154	205.938333	22.700278	6.13
5155	206.124167	-15.820833	5.60
5156	206.190417	-24.499167	6.21
5157	206.403750	-25.883889	5.81
5158	206.421667	-32.956111	4.23
5159	205.977917	52.064444	6.02
5160	206.396250	-14.232500	6.19
5161	206.794583	-61.410000	6.51
5162	206.663750	-50.567222	4.65
5163	206.484583	-11.573333	5.51
5164	206.735000	-35.748056	5.15
5165	206.865000	-49.750556	5.91
5166	206.910000	-49.678889	5.45
5167	206.305000	55.879444	6.50
5168	206.806250	-8.290833	6.05
5169	206.556250	41.088611	5.87
5170	206.579167	38.503889	5.94
5171	206.855833	-16.140000	5.43
5172	206.680417	25.702222	5.95
5173	206.737917	6.350556	6.33
5174	205.663750	78.064444	5.91
5175	206.815417	17.456667	4.50
5176	206.749167	38.542778	5.50
5177	206.648750	54.432778	5.70
5178	208.911250	-81.333889	5.95
5179	207.229583	-34.296111	6.53
5180	207.376250	-40.312222	3.41
5181	206.885000	49.313333	1.86
5182	207.361250	-33.549167	4.19
5183	207.404167	-41.526111	3.04
5184	207.947500	-68.598611	5.75
5185	207.161250	31.190278	5.62
5186	207.467917	-17.865833	4.97
5187	207.527083	-28.918611	6.18
5188	207.580833	-38.098889	6.44
5189	207.238333	39.542778	7.40
5190	207.369167	15.797778	4.07
5191	207.428333	21.264167	4.91
5192	207.643750	-18.102778	6.53
5193	205.596250	82.752500	5.98
5194	207.437500	36.632778	6.38
5195	207.602917	5.497222	6.01
5196	207.946667	-45.100833	5.77
5197	208.020000	-51.188333	5.25
5198	207.902500	-35.566667	6.35
5199	207.835000	-23.609167	6.45
5200	207.956667	-31.005556	4.56
5201	207.958750	-31.005278	6.06
5202	208.003750	-30.380556	6.12
5203	207.439583	61.489167	5.96
5204	207.768750	34.772500	6.65
5205	207.788333	34.664444	5.87
5206	207.615417	58.539444	6.46
5207	208.429583	-52.626389	5.89
5208	208.703750	-66.347500	5.71
5209	207.947917	34.444167	4.74
5210	208.076667	12.165278	6.04
5211	208.302083	-30.072222	4.73
5212	208.386667	-34.335833	5.54
5213	208.487083	-46.871944	6.10
5214	208.467500	-34.685556	6.19
5215	208.303750	17.932778	5.70
5216	207.857917	64.723333	4.65
5217	207.746667	68.315278	6.40
5218	208.569167	-27.430278	6.04
5219	208.292917	28.648056	5.90
5220	208.800833	-51.838889	5.71
5221	208.885000	-46.711667	2.55
5222	208.675417	-0.496944	5.15
5223	208.742500	-7.941111	6.19
5224	209.082500	-53.868056	6.14
5225	208.671250	18.397778	2.68
5226	209.137500	-53.295556	6.00
5227	208.935417	-30.715000	6.51
5228	208.462500	53.728611	5.70
5229	209.081250	-45.407500	5.83
5230	210.136667	-77.410000	6.09
5231	209.412083	-62.313333	4.71
5232	209.630000	-64.199444	6.20
5233	208.958333	14.056389	6.16
5234	209.116250	1.050556	5.91
5235	209.043750	32.032500	6.32
5236	209.365417	-22.977222	6.14
5237	209.142500	27.491944	5.01
5238	209.567917	-41.899167	3.83
5239	209.670000	-43.196389	3.87
5240	209.629583	-23.027778	5.15
5241	209.822083	-49.630000	5.91
5242	210.072083	-60.518611	6.49
5243	210.217500	-65.731389	5.97
5244	209.666250	14.649444	6.00
5245	209.662083	21.696111	5.76
5246	209.383750	61.492778	6.37
5247	210.000417	-24.989722	5.77
5248	209.955417	-2.450278	6.40
5249	210.329167	-39.777778	6.13
5250	210.430833	-44.396389	4.34
5251	211.332500	-75.203333	5.50
5252	210.335000	8.894722	5.99
5253	210.293750	27.386667	6.23
5254	210.411667	1.544444	4.26
5255	210.595000	-26.570000	5.48
5256	210.859167	-55.786389	5.92
5257	210.955833	-59.626944	0.61
5258	210.757083	-30.316111	6.18
5259	210.864583	-40.576667	6.11
5260	210.632500	9.686389	6.20
5261	210.550833	45.753611	6.27
5262	210.971250	-21.578333	6.30
5263	210.884583	10.786667	6.30
5264	210.903333	7.546389	6.26
5265	210.982500	4.900833	6.24
5266	211.060833	-4.618611	6.39
5267	211.112500	-13.028333	6.28
5268	211.443750	-53.330556	6.17
5269	212.112917	-73.149722	6.02
5270	210.748750	50.971944	6.15
5271	211.604583	-58.284444	6.42
5272	210.460833	68.678611	6.34
5273	211.156250	2.297500	6.28
5274	211.308333	-15.664167	6.56
5275	211.511667	-40.820278	4.36
5276	211.545417	-42.908056	6.20
5277	211.592917	-25.317500	3.27
5278	211.670833	-35.630000	2.06
5279	212.059583	-62.791944	6.40
5280	211.678333	-8.686667	5.46
5281	211.097083	64.375833	3.65
5282	212.234583	-58.723333	6.34
5283	212.628750	-69.694444	6.05
5284	212.216250	-42.528889	6.17
5285	212.757917	-68.280278	6.06
5286	212.395833	-50.495278	6.00
5287	212.478333	-52.560833	4.75
5288	212.252500	-9.665556	6.47
5289	211.982500	43.854444	5.27
5290	212.072083	49.458056	5.25
5291	212.710417	-15.698056	4.91
5292	212.191667	59.337778	6.46
5293	214.557500	-80.992222	4.91
5294	212.599583	25.091667	4.83
5295	211.735000	74.593611	6.45
5296	214.228750	-76.336111	6.47
5297	212.880000	1.362222	6.43
5298	213.318333	-52.334167	5.56
5299	213.102083	-23.635833	6.34
5300	212.812917	32.295556	6.11
5301	213.416250	-53.374167	6.11
5302	213.191667	-26.738889	5.08
5303	213.065833	2.409444	5.01
5304	213.305000	-25.387778	6.24
5305	213.224167	-9.726389	4.19
5306	213.737500	-56.914167	5.07
5307	213.420000	0.845556	5.91
5308	213.677500	-40.162500	5.61
5309	213.838333	-52.490278	6.39
5310	214.160833	-65.412222	5.75
5311	212.212083	77.547500	4.82
5312	213.588750	-4.052500	6.36
5313	213.521667	12.959444	5.54
5314	213.755417	-28.718056	6.08
5315	213.911667	-44.999167	6.31
5316	214.142500	-58.086111	6.39
5317	216.097083	-81.151389	6.42
5318	213.365417	51.787778	6.69
5319	213.370833	51.790278	4.54
5320	213.711667	10.100556	5.29
5321	213.720833	3.336111	6.45
5322	213.850417	-17.799167	5.43
5323	213.670833	21.873333	6.39
5324	213.016667	69.432500	5.24
5325	213.597917	41.518889	6.24
5326	215.594583	-79.891111	5.06
5327	214.076250	-32.758611	6.55
5328	214.003750	-5.999444	4.08
5329	216.728750	-82.332222	4.32
5330	213.915417	19.182500	-0.04
5331	214.089583	-5.378056	6.44
5332	214.125417	-2.803611	6.15
5333	214.017500	18.911944	5.98
5334	214.265833	-17.414722	6.22
5335	213.820417	52.535833	6.58
5336	214.136667	20.121389	6.25
5337	214.100833	39.744722	6.38
5338	214.599167	-32.779444	6.54
5339	214.964583	-60.726944	5.23
5340	214.041250	51.367222	4.75
5341	214.095833	46.088333	4.18
5342	214.368333	15.263333	5.80
5343	214.502500	-6.457500	6.47
5344	214.850833	-45.942222	3.55
5345	214.659583	-17.283889	5.90
5346	214.753333	-24.184444	5.87
5347	214.849583	-36.996389	5.94
5348	215.081250	-55.613333	4.33
5349	214.777500	-12.628889	4.52
5350	214.337917	51.307222	6.20
5351	214.499167	35.509444	4.81
5352	215.040417	-42.941111	5.56
5353	214.455000	48.001667	6.32
5354	215.177083	-44.812778	4.77
5355	214.817917	13.004167	5.41
5356	214.885417	-1.734444	5.14
5357	215.139167	-36.114722	4.05
5358	214.920417	0.384167	6.19
5359	214.732083	38.767500	6.86
5360	214.938333	16.306944	4.86
5361	215.654167	-57.540556	4.92
5362	214.732500	54.864167	6.53
5363	214.948750	38.793889	6.33
5364	215.036250	30.429167	6.44
5365	215.661250	-47.679722	6.09
5366	215.582083	-33.213056	5.56
5367	215.834583	-49.227778	6.02
5368	215.759167	-38.487778	4.42
5369	216.276250	-67.804722	5.61
5370	215.951667	-52.823333	6.00
5371	215.774167	-26.246111	4.77
5372	216.414583	-65.826667	6.36
5373	215.856667	-10.285833	6.21
5374	215.813750	1.241667	6.27
5375	215.844167	8.445000	6.86
5376	215.844583	8.446667	5.12
5377	215.778333	25.338056	6.22
5378	216.003750	8.243611	5.95
5379	217.403333	-75.270833	6.07
5380	216.202500	-23.193611	5.32
5381	216.779583	-64.178333	5.85
5382	216.047083	5.820000	5.10
5383	216.170417	-10.330278	6.49
5384	216.076250	8.085000	6.19
5385	216.534167	-44.778611	4.56
5386	216.545000	-44.620556	4.35
5387	216.374167	-18.030278	6.61
5388	216.555833	-41.680833	6.32
5389	216.448750	-25.147500	6.48
5390	216.707917	-38.126111	6.35
5391	216.800833	-45.865556	5.83
5392	216.371667	38.393056	6.27
5393	217.181250	-58.802222	6.45
5394	216.299167	51.850833	4.05
5395	216.614167	19.226944	5.39
5396	216.851667	-5.879722	6.17
5397	217.043333	-28.508333	4.97
5398	217.818750	-66.282778	5.83
5399	217.050417	-1.771944	4.81
5400	217.173750	-5.099444	5.42
5401	216.863750	41.025000	6.63
5402	217.535833	-44.678333	5.50
5403	217.587083	-48.480833	5.37
5404	217.131250	28.289167	7.62
5405	217.138750	28.290833	7.12
5406	217.068333	36.196944	6.10
5407	217.735417	-39.155000	6.39
5408	217.460417	0.828889	5.94
5409	217.795000	-37.130278	5.97
5410	217.157500	49.844722	5.59
5411	218.137083	-55.112222	6.93
5412	217.457083	31.791111	6.06
5413	217.403333	41.795833	6.35
5414	217.689167	4.772222	6.02
5415	218.153750	-49.543056	4.42
5416	218.385000	-53.001667	5.87
5417	218.374583	-51.320000	5.87
5418	218.290000	-29.285833	6.09
5419	217.957500	30.371389	3.58
5420	216.881250	75.696111	4.25
5421	218.533333	-41.900278	6.60
5422	218.821667	-59.984167	6.40
5423	218.084167	26.677222	6.01
5424	218.135417	22.260000	5.92
5425	218.019583	38.308333	3.03
5426	217.692083	63.185556	6.09
5427	217.928333	60.225556	6.27
5428	218.711250	-19.560833	6.50
5429	218.881250	-40.482778	5.87
5430	218.876667	-41.842222	2.31
5431	218.334583	36.959444	6.43
5432	218.128750	55.397778	5.76
5433	219.442917	-66.067778	6.04
5434	219.079167	-45.754722	5.55
5435	218.548750	32.534444	6.33
5436	219.100833	-38.402778	6.13
5437	218.670000	29.745000	4.46
5438	218.660417	36.625833	6.03
5439	219.184167	-39.788333	5.74
5440	219.333750	-45.866111	5.41
5441	218.566250	57.065278	6.48
5442	218.665000	49.368333	5.74
5443	219.471667	-48.574167	4.05
5444	219.028750	23.250278	6.38
5445	219.249167	-11.694722	6.20
5446	219.581667	-37.205833	6.02
5447	219.795833	-45.415833	6.07
5448	219.852917	-48.944444	6.39
5449	219.899583	-59.164722	-0.01
5450	219.900417	-59.164444	1.33
5451	220.136667	-55.559167	6.30
5452	219.558333	18.298333	5.91
5453	220.626667	-63.024722	3.19
5454	219.552083	43.641944	5.70
5455	220.482083	-57.383889	6.22
5456	220.255833	-35.865000	5.67
5457	219.563333	54.023333	5.85
5458	219.709167	44.404444	5.39
5459	220.482500	-46.611667	2.30
5460	221.965000	-78.955278	3.83
5461	220.490000	-36.206389	4.00
5462	220.091250	21.975556	6.10
5463	220.176667	13.534167	5.91
5464	220.462917	-29.066667	6.37
5465	220.181667	16.418333	4.94
5466	220.182917	16.417778	5.88
5467	220.287083	13.728333	4.83
5468	220.287083	13.728333	4.43
5469	218.409583	79.660278	6.26
5470	220.411667	8.161667	4.86
5471	220.431250	11.660556	5.56
5472	221.322083	-61.124167	5.36
5473	220.475833	21.123611	6.38
5474	220.806667	-23.002500	5.73
5475	220.914167	-34.826389	4.05
5476	221.231250	-57.522222	6.11
5477	220.765000	-4.341667	3.88
5478	221.295417	-54.398056	6.10
5479	221.246667	-34.808056	4.92
5480	220.855833	26.527778	4.81
5481	232.079583	-87.866944	6.48
5482	220.513333	61.261944	6.25
5483	220.935000	40.459167	5.73
5484	221.621250	-46.558889	5.74
5485	221.755417	-51.616389	5.21
5486	221.298750	-0.582222	6.07
5487	221.500417	-24.556944	4.94
5488	221.801250	-51.794444	6.07
5489	221.528333	-22.846944	5.81
5490	222.185000	-65.406111	5.91
5491	221.375833	0.717222	5.69
5492	221.310417	16.964444	4.60
5493	221.490833	-14.540278	6.33
5494	221.545417	-20.823889	6.40
5495	221.246667	27.075000	5.12
5496	221.246667	27.074167	2.70
5497	221.336250	18.884722	6.13
5498	221.771250	-37.709167	5.94
5499	221.883750	-42.442500	6.30
5500	221.307083	32.788333	6.28
5501	221.562083	1.892778	3.72
5502	221.525000	15.131944	5.63
5503	221.807083	-20.675278	6.06
5504	221.843750	-24.375556	5.63
5505	222.278750	-55.332222	6.23
5506	221.936667	-25.912500	5.24
5507	221.989583	-25.353611	5.77
5508	221.978750	-11.160278	6.35
5509	222.158750	-35.365278	6.04
5510	223.307083	-72.810000	5.60
5511	222.327917	-23.748333	5.68
5512	222.225417	0.847778	6.14
5513	222.329583	-13.851111	5.31
5514	222.097083	24.366667	6.14
5515	225.461667	-82.772222	5.65
5516	222.572083	-26.039722	4.41
5517	223.145833	-62.190000	5.87
5518	222.910000	-42.424444	4.32
5519	222.277917	37.811111	6.16
5520	222.671667	-14.002778	5.15
5521	222.719583	-15.958333	2.75
5522	222.493333	28.615833	5.80
5523	222.327917	46.116111	5.74
5524	222.565833	23.911944	5.85
5525	222.754167	-1.700833	4.94
5526	222.750417	0.257222	6.18
5527	222.384583	51.374722	6.51
5528	222.422083	48.720556	5.69
5529	223.676667	-64.008611	6.09
5530	224.470417	-75.337222	5.34
5531	222.623333	37.271944	5.48
5532	223.137917	-29.423056	6.29
5533	223.212917	-36.196667	5.03
5534	222.847083	19.101111	4.55
5535	226.194583	-82.961667	5.65
5536	223.894167	-59.885833	5.20
5537	225.049167	-76.839722	5.93
5538	223.583750	-23.357778	5.30
5539	223.658333	-32.699444	5.82
5540	223.347083	15.704444	6.40
5541	224.183333	-61.219167	5.11
5542	222.860000	59.293889	5.46
5543	223.348750	19.152778	6.01
5544	223.595417	-10.101667	5.80
5545	224.983333	-74.967500	6.20
5546	224.072083	-51.190278	5.38
5547	227.784583	-83.212500	5.91
5548	223.936250	-32.144167	5.32
5549	224.133333	-46.120833	5.64
5550	224.255833	-50.553056	6.64
5551	224.149167	-38.583889	6.36
5552	224.128750	-31.363333	6.06
5553	222.676250	74.155556	2.08
5554	224.192083	-10.590278	5.46
5555	224.306667	-28.842222	6.29
5556	224.536667	-47.136944	6.35
5557	224.055000	14.446389	5.77
5558	224.366667	-20.584444	5.74
5559	223.994583	32.300278	6.12
5560	224.295833	-3.653611	4.49
5561	224.632917	-42.866111	2.68
5562	224.653333	-38.093333	6.15
5563	224.388750	0.167500	5.53
5564	224.265000	21.555278	6.49
5565	224.298750	16.388333	5.71
5566	224.790417	-41.895833	3.13
5567	224.663333	-26.342778	5.65
5568	224.555833	-10.845000	6.60
5569	224.807917	-36.118611	6.47
5570	224.862917	-42.840000	6.10
5571	224.095833	49.628611	5.63
5572	224.723333	-10.855833	5.87
5573	224.720000	-3.010833	6.09
5574	224.846250	4.567778	5.93
5575	225.304167	-37.941667	5.89
5576	225.243333	-7.481111	4.92
5577	225.492083	-33.641111	6.22
5578	224.903750	39.265278	5.64
5579	224.395833	65.932500	4.60
5580	225.332500	-1.245000	5.52
5581	225.526667	-27.939444	5.85
5582	225.218333	22.045556	6.38
5583	226.200833	-63.968333	5.17
5584	225.453750	0.140556	5.71
5585	225.747083	-31.356667	5.44
5586	222.585000	82.511944	5.64
5587	225.161250	47.277778	6.37
5588	226.786250	-70.094722	6.52
5589	225.687083	-2.968611	6.61
5590	225.527083	25.008056	4.81
5591	225.725000	2.091389	4.40
5592	225.486667	40.390556	3.50
5593	226.017500	-24.718056	3.29
5594	226.178750	-39.138611	6.41
5595	226.280000	-46.948889	4.72
5596	226.280000	-46.948889	4.82
5597	226.329583	-40.932778	5.15
5598	225.362917	60.204444	5.93
5599	225.775417	35.205833	5.51
5600	226.026667	5.492500	6.50
5601	226.986667	-64.724444	6.17
5602	225.777500	44.644444	6.65
5603	225.902083	34.566111	6.59
5604	226.448750	-24.210278	6.67
5605	226.557917	-35.735833	6.27
5606	226.111250	26.947500	4.54
5607	226.857917	-48.911667	5.77
5608	225.947500	47.654444	4.76
5609	226.638750	-29.081111	5.96
5610	226.612917	-21.968056	6.17
5611	227.374583	-66.915833	5.76
5612	226.656667	-15.743056	5.20
5613	227.356250	-62.357222	6.28
5614	227.050417	-39.416111	5.79
5615	227.162917	-41.132222	5.85
5616	227.210833	-44.720278	4.05
5617	226.357500	48.151111	5.57
5618	228.140833	-71.229722	6.01
5619	225.990833	65.919722	6.13
5620	226.646250	36.455556	6.35
5621	226.917917	5.498056	6.16
5622	227.685833	-60.577500	6.30
5623	226.835000	18.441667	6.02
5624	226.825417	24.869167	4.93
5625	226.569583	54.556389	5.25
5626	227.531250	-37.207500	5.98
5627	227.816667	-54.653889	5.54
5628	227.099167	26.301111	5.67
5629	227.222500	13.235000	6.10
5630	227.147917	25.108611	5.81
5631	227.577500	-25.667222	5.76
5632	227.895417	-44.722500	6.44
5633	227.882917	-44.720556	7.39
5634	228.579583	-69.920556	5.81
5635	228.254167	-60.256111	6.32
5636	227.983750	-47.262222	3.87
5637	227.990000	-47.256389	5.69
5638	227.081250	50.055000	6.39
5639	228.071250	-51.900833	3.41
5640	228.130417	-47.781389	6.33
5641	228.206250	-43.499444	4.82
5642	228.055417	-18.208333	4.54
5643	228.280833	-35.908611	6.10
5644	228.017917	18.975833	5.89
5645	228.322917	-23.991667	6.47
5646	228.330000	-18.352500	6.08
5647	228.369583	-24.690833	6.45
5648	228.472083	-25.806389	5.84
5649	228.181250	19.285833	6.68
5650	228.655417	-30.480833	4.91
5651	229.151667	-59.096111	5.73
5652	228.640417	-16.231389	6.17
5653	228.974167	-47.925833	5.95
5654	229.236250	-59.042500	5.09
5655	228.382917	22.983333	6.30
5656	229.412083	-62.389444	4.86
5657	229.016667	-40.508889	5.16
5658	229.043750	-42.515278	6.04
5659	228.711250	-4.497222	6.28
5660	229.378333	-57.198889	4.07
5661	229.727500	-67.320556	2.89
5662	227.683750	67.781389	6.17
5663	228.398333	38.264722	6.20
5664	228.525417	31.788056	5.99
5665	228.797500	4.939444	5.33
5666	228.621667	29.164167	5.26
5667	228.542917	42.171389	6.13
5668	229.095833	-21.600556	5.50
5669	228.954583	0.372222	5.63
5670	229.703750	-59.503611	5.46
5671	228.875833	33.314722	3.47
5672	229.539167	-40.939167	6.28
5673	229.633333	-46.125000	4.27
5674	230.169583	-66.518611	6.28
5675	229.251667	-8.616944	2.61
5676	229.457917	-29.851111	4.34
5677	229.735000	-39.211667	5.59
5678	229.672083	-30.790556	6.18
5679	229.881667	-36.903333	6.20
5680	229.609167	0.461389	5.89
5681	228.659583	67.346667	5.13
5682	229.602083	20.572778	5.70
5683	228.716250	68.945278	6.51
5684	229.828333	1.765278	5.06
5685	230.342917	-39.352500	3.22
5686	230.397083	-39.250278	6.20
5687	230.375417	-37.780833	6.48
5688	230.534583	-46.072222	5.00
5689	230.450833	-47.682222	5.65
5690	230.793333	-59.343056	5.67
5691	230.223750	-17.841389	6.17
5692	229.875833	32.515278	6.32
5693	230.255833	-14.451667	6.30
5694	230.844583	-58.679167	4.51
5695	230.451667	-35.738611	3.56
5696	230.196250	-1.586667	6.35
5697	230.281667	-4.175278	5.54
5698	230.670417	-43.310556	3.37
5699	230.035417	29.616111	5.51
5700	230.258333	0.715278	5.35
5701	230.278750	24.957778	6.39
5702	230.789167	-35.141389	4.54
5703	231.561250	-67.690833	5.89
5704	229.274583	71.823889	5.02
5705	230.021667	51.958611	5.66
5706	230.173333	44.434167	6.19
5707	230.596667	12.567500	6.28
5708	230.452500	32.933889	5.37
5709	231.187083	-38.289722	5.37
5710	230.967500	-11.630556	5.72
5711	230.932083	-0.977500	6.12
5712	231.277500	-37.830556	7.03
5713	231.049583	-9.677778	4.94
5714	231.334167	-37.266389	4.60
5715	231.887917	-63.468611	5.71
5716	230.655833	39.581389	5.50
5717	230.801250	30.287778	5.58
5718	230.801250	30.287778	6.08
5719	235.820000	-83.534722	5.57
5720	232.878333	-72.610556	5.49
5721	230.655417	62.047222	5.98
5722	231.021250	45.271111	6.01
5723	231.122500	37.377222	4.31
5724	231.128750	37.347778	6.50
5725	230.182083	71.833889	3.05
5726	231.825833	-35.232222	5.45
5727	230.660000	63.341389	5.79
5728	232.113333	-50.402500	6.10
5729	231.447500	15.428056	5.17
5730	231.472083	19.480833	6.27
5731	231.572500	34.335833	5.46
5732	232.351250	-45.267222	5.24
5733	232.064167	-15.283611	5.64
5734	231.232500	58.966111	3.29
5735	231.912083	25.101667	6.02
5736	232.159167	1.842222	5.17
5737	231.957083	29.105833	3.68
5738	231.635417	54.020000	6.45
5739	232.651250	-19.271667	6.22
5740	232.668333	-15.390556	5.82
5741	233.018333	-37.376944	6.25
5742	232.185417	47.201389	6.15
5743	232.959583	-31.118889	6.46
5744	231.920000	62.275556	6.50
5745	231.964167	60.670278	5.90
5746	232.930833	-19.835278	6.22
5747	234.826250	-76.081944	6.18
5748	232.730833	8.579167	6.57
5749	232.236667	55.195000	6.43
5750	232.594583	31.286111	6.46
5751	232.616250	36.804167	6.37
5752	233.152917	-18.329444	5.52
5753	232.732500	40.833056	5.02
5754	233.230000	-15.147222	5.50
5755	233.287917	-23.510556	7.00
5756	234.072500	-64.386667	6.51
5757	233.506667	-39.933889	5.82
5758	232.338333	62.099722	6.38
5759	232.843333	36.616389	6.38
5760	233.040417	16.056111	6.22
5761	234.180000	-65.683056	4.11
5762	233.241250	-0.813611	5.51
5763	233.587083	-38.650556	6.36
5764	232.945833	40.899444	5.02
5765	233.655417	-27.953056	5.15
5766	233.785417	-40.833056	2.78
5767	233.544583	-9.935556	4.62
5768	233.232500	31.359167	4.14
5769	233.586667	-4.305000	6.51
5770	233.610833	-8.816667	5.17
5771	233.971667	-43.041389	4.54
5772	235.088333	-72.553333	5.65
5773	233.470000	17.137778	6.45
5774	234.050417	-43.603056	5.43
5775	232.732083	64.208611	5.79
5776	235.477500	-75.918056	5.95
5777	233.881667	-13.210556	3.91
5778	233.700417	10.537500	3.80
5779	233.700417	10.539167	3.80
5780	234.047500	-32.907222	6.24
5781	233.769167	1.668889	6.56
5782	235.047917	-69.772222	6.44
5783	233.672083	26.714722	2.23
5784	234.256250	-27.865000	3.58
5785	233.888333	17.655556	6.12
5786	233.972500	11.265556	6.07
5787	234.513333	-41.432500	4.33
5788	234.706250	-51.627222	5.44
5789	234.140417	0.561667	6.51
5790	233.812500	39.010000	5.11
5791	234.368750	-25.720000	6.19
5792	234.123333	10.010000	5.26
5793	234.985417	-58.091667	5.95
5794	234.122083	16.118889	5.93
5795	234.636250	-38.839167	6.57
5796	234.450417	-22.858333	5.78
5797	234.676250	-38.871944	6.04
5798	233.955417	38.373889	6.42
5799	234.565417	-27.793333	6.32
5800	234.567917	-20.983889	5.84
5801	233.817917	53.921944	5.97
5802	234.664167	-28.222222	3.66
5803	234.222500	29.991111	6.52
5804	234.727083	-18.698056	5.38
5805	234.666667	-7.205556	6.50
5806	234.667083	-7.208889	6.48
5807	234.017083	52.069722	6.74
5808	233.987917	54.630556	5.74
5809	234.838750	-22.849722	6.34
5810	234.941667	-33.588056	4.67
