# number	RA[deg]	dec[deg]	Vmagnitude
847	42.668333	-34.323889	5.47
848	42.256250	-61.193333	5.26
849	42.699583	-38.068333	6.36
850	43.564583	52.762500	3.95
851	43.427500	38.337500	5.33
852	43.298750	16.483333	6.31
853	43.133750	-11.230556	6.04
854	42.980417	-29.185556	6.40
855	43.210417	-8.558889	6.32
856	43.987083	61.521111	5.59
857	44.103333	64.332500	6.24
858	43.397083	-21.623611	5.95
859	43.393333	-37.563056	5.92
860	44.210833	51.260833	6.22
861	44.139167	47.163889	6.02
862	43.080000	-61.090278	6.03
863	43.952083	18.331667	5.91
864	43.470417	-48.109722	4.00
865	44.108750	18.023056	5.63
866	44.057500	8.381667	5.97
867	43.527083	-49.128611	6.21
868	42.618750	-74.933056	4.75
869	44.322083	31.934167	5.11
870	44.107083	-7.101944	3.89
871	44.155833	-2.287778	5.17
872	44.509583	38.615000	6.04
873	44.269167	4.501111	6.11
874	44.521667	20.668611	5.80
875	44.690417	39.662778	4.70
876	43.587083	-63.564444	6.56
877	46.532500	79.418611	5.49
878	44.765417	35.183056	4.93
879	44.348750	-22.138056	5.45
880	44.304583	-28.144722	6.29
881	44.957917	47.220833	5.47
882	44.916250	41.033056	5.89
883	44.802917	21.340278	4.63
884	44.802917	21.340278	4.63
885	44.523750	-22.393889	5.84
886	45.217500	52.351667	5.28
887	45.222500	52.352222	6.74
888	44.675000	-1.217500	5.23
889	44.386250	-37.808889	6.41
890	45.049167	38.131667	6.11
891	44.697500	-8.223611	6.14
892	44.928750	8.907500	4.70
893	44.565417	-39.695278	3.24
894	44.567917	-39.695556	4.35
895	44.921667	-1.535000	5.56
896	44.777500	-27.093056	6.14
897	44.900417	-24.725833	5.71
898	45.183750	10.870278	5.95
899	44.909583	-31.492778	6.31
900	45.212500	-1.121389	6.11
901	45.475417	26.462222	5.90
902	47.928333	81.470556	5.95
903	45.291667	-6.337222	5.75
904	45.467917	5.336111	6.25
905	44.699167	-63.928611	4.99
906	45.593750	4.352778	5.61
907	45.570000	4.089722	2.53
908	45.483750	-8.038611	5.83
909	45.538750	-5.505278	6.19
910	45.407083	-27.908333	5.89
911	46.199167	53.506389	2.93
912	45.876250	28.269722	6.36
913	45.676250	-6.314722	5.32
914	46.385000	56.705833	4.76
915	45.597917	-22.375556	4.09
916	46.416250	56.068611	6.11
917	46.294167	38.840278	3.39
918	46.829167	64.057778	5.89
919	46.336667	40.582500	6.05
920	46.169583	15.856111	6.49
921	46.068333	-6.399167	5.26
922	46.158750	1.863611	6.05
923	46.361250	25.255278	6.80
924	46.361250	25.255278	7.00
925	45.732917	-45.025000	5.82
926	47.016250	52.213333	6.31
927	46.598750	13.187222	5.62
928	47.984583	74.393611	4.87
929	46.947500	47.308333	6.41
930	45.903333	-58.262222	5.11
931	46.639583	-5.911389	5.27
932	47.042083	40.955556	2.12
933	47.266667	49.613333	4.05
934	46.857083	17.880000	6.11
935	45.564167	-70.097500	5.53
936	47.088333	18.795000	6.27
937	47.374167	44.857222	3.80
938	47.161250	8.470833	6.28
939	46.962083	-26.168889	6.19
940	47.402917	29.076944	5.72
941	47.536667	27.820000	6.42
942	47.612500	26.896389	6.02
943	47.822500	39.611667	4.63
944	47.662083	11.872500	5.98
945	48.110000	47.725833	6.33
946	48.040000	42.376111	6.15
947	47.907500	19.726667	4.35
948	47.841250	13.047778	6.12
949	47.647500	-22.261667	6.38
950	48.059167	27.256944	5.79
951	47.828333	-2.188333	6.05
952	48.350000	48.176944	5.90
953	47.820000	-15.974722	6.26
954	48.110000	6.660833	5.56
955	46.955000	-68.734444	6.15
956	47.614167	-47.265833	6.12
957	50.082083	77.734722	5.45
958	48.193333	-0.803889	5.06
959	48.017917	-27.013056	3.87
960	48.950000	57.140833	5.79
961	53.083750	84.911111	5.61
962	48.736250	42.503889	6.07
963	49.381667	65.658611	6.36
964	48.107500	-43.580278	5.93
965	49.050833	50.937778	5.03
966	48.256250	-34.056111	6.27
967	48.835417	30.556667	5.52
968	48.725417	21.044444	4.89
969	49.019583	45.345833	6.16
970	48.408333	-28.195833	6.16
971	48.945833	32.856389	6.31
972	49.007917	34.688611	6.25
973	48.138333	-56.678333	5.74
974	49.146250	32.183611	6.06
975	49.297500	40.483333	6.45
976	48.750833	-25.899722	6.25
977	46.883333	-77.010556	5.57
978	49.447500	44.025000	5.47
979	49.003750	-4.081389	6.17
980	48.958333	-7.180278	4.80
981	49.997500	65.652222	4.84
982	49.440833	39.283333	5.96
983	49.657500	50.222222	5.15
984	49.148750	-8.845556	6.14
985	49.781667	50.095000	5.03
986	49.047083	-29.172500	6.65
987	49.682500	34.222778	4.82
988	49.593333	0.930278	5.38
989	49.511667	-27.203056	5.91
990	49.592083	-21.488611	4.88
991	49.982500	27.071111	5.90
992	49.840417	3.370278	4.83
993	49.671667	-17.440278	5.71
994	49.360833	-46.248333	5.85
995	50.085000	29.048333	4.47
996	50.106667	25.662778	6.12
997	50.469167	49.070833	5.93
998	50.360417	43.329444	4.95
999	49.879167	-20.242222	3.69
1000	49.895000	-23.876944	5.61
1001	50.306667	21.146944	5.28
1002	49.442500	-61.424722	5.54
1003	50.278333	3.675556	5.69
1004	49.982083	-42.930278	4.27
1005	51.168750	64.586111	5.23
1006	49.553750	-61.493611	5.24
1007	50.805000	49.213333	5.29
1008	50.549583	27.607500	5.52
1009	50.188333	-25.393611	6.39
1010	49.495833	-65.073056	6.05
1011	50.688333	20.741944	5.09
1012	50.350000	-22.364722	5.52
1013	51.080833	49.861111	1.79
1014	50.567917	-24.412222	6.35
1015	51.123750	33.535833	5.61
1016	51.451667	53.921667	6.51
1017	50.388750	-46.223056	6.39
1018	51.077083	24.724167	5.50
1019	50.912917	4.881944	6.38
1020	50.824167	-6.205833	6.20
1021	48.990000	-76.611667	5.52
1022	51.289167	41.257222	6.51
1023	51.108750	20.803611	6.08
1024	51.042083	12.629444	6.04
1025	51.489167	49.120833	6.09
1026	51.203333	9.028889	3.60
1027	50.935833	-31.292778	6.50
1028	52.581250	71.863889	6.32
1029	52.098333	60.255556	6.49
1030	52.012917	49.062778	4.98
1031	52.267083	59.940278	4.21
1032	51.763333	18.756389	6.57
1033	52.218333	49.848333	5.58
1034	51.792500	9.732778	3.74
1035	51.827917	12.735000	6.28
1036	52.478750	58.878611	4.54
1037	52.086667	33.807500	5.61
1038	51.482500	-34.079167	6.39
1039	52.547083	59.366111	6.13
1040	52.342083	49.508889	4.67
1041	51.593750	-26.682500	5.93
1042	52.500833	55.451944	5.09
1043	52.359167	46.937778	6.24
1044	52.110833	22.804167	6.03
1045	51.548750	-40.363056	6.32
1046	52.004167	-10.713333	5.73
1047	52.654167	48.103611	5.82
1048	52.643750	47.995278	4.36
1049	51.010417	-68.375278	6.15
1050	51.889167	-34.318611	5.71
1051	53.801667	73.346944	6.57
1052	52.872500	49.209722	6.29
1053	52.047917	-34.146667	6.50
1054	52.954583	49.400833	6.39
1055	52.412917	-5.195000	5.99
1056	52.602083	11.336389	5.14
1057	52.400000	-11.325278	5.59
1058	53.035833	48.023611	5.47
1059	51.400833	-68.663611	5.96
1060	52.836667	27.571944	5.96
1061	52.718333	12.936667	4.11
1062	52.689167	6.188611	5.94
1063	53.383750	58.765000	6.40
1064	53.109583	46.056944	5.31
1065	52.654583	-4.924722	4.73
1066	53.421667	57.868889	6.37
1067	53.162917	44.855556	6.41
1068	53.412500	54.974722	5.98
1069	53.166667	35.461667	5.90
1070	52.479167	-41.365833	5.78
1071	52.556667	-40.630000	6.12
1072	53.753333	60.041111	6.46
1073	53.396250	39.899444	5.81
1074	53.150000	9.373611	5.77
1075	54.853333	75.739722	6.27
1076	52.654167	-46.624722	5.99
1077	52.974583	-24.385833	6.38
1078	52.344583	-61.062500	4.72
1079	53.232500	-8.541667	3.73
1080	53.534583	17.832778	6.17
1081	53.610833	24.464444	5.92
1082	54.122500	48.192778	4.23
1083	53.447083	-20.367222	4.27
1084	53.705000	6.417778	6.49
1085	53.145000	-49.621389	5.68
1086	53.655833	-8.131389	6.25
1087	52.715000	-65.510278	5.83
1088	53.486667	-30.919722	6.20
1089	54.582083	56.932778	6.30
1090	53.639583	-30.125278	6.40
1091	53.215000	-60.983056	6.41
1092	54.500833	42.583056	6.42
1093	53.990417	-10.806389	5.57
1094	54.197083	0.587778	5.71
1095	54.072500	-16.533056	5.23
1096	54.218333	0.401667	4.28
1097	54.449167	15.430833	6.39
1098	54.750417	20.915833	6.50
1099	53.602917	-64.235556	6.75
1100	55.538750	63.216667	5.10
1101	54.273750	-39.725278	4.58
1102	62.506250	86.626111	5.86
1103	54.621667	-6.608333	5.85
1104	52.495000	-77.648056	5.70
1105	54.857083	16.536667	6.16
1106	54.754583	-4.373889	5.96
1107	55.677917	59.969444	5.76
1108	55.282917	37.580000	5.57
1109	54.698750	-26.056944	6.01
1110	54.962917	3.056944	5.57
1111	54.909583	-2.606944	6.23
1112	54.855833	-9.562778	6.19
1113	55.192917	25.329444	6.11
1114	54.997917	-0.879444	6.12
1115	55.047500	-14.773333	6.33
1116	55.159583	-4.789444	5.53
1117	55.731250	47.787500	3.01
1118	55.593750	33.965000	4.97
1119	56.503750	67.201667	5.80
1120	55.307500	-10.196944	6.49
1121	55.578750	19.700278	5.69
1122	56.026667	48.523611	6.06
1123	55.343333	-18.415278	6.59
1124	56.509583	63.345000	4.80
1125	56.170417	46.099722	6.11
1126	56.079583	32.288333	3.83
1127	55.946667	19.665000	6.14
1128	56.130833	36.460000	5.59
1129	55.562083	-30.061667	5.00
1130	56.298333	42.578611	3.77
1131	55.812083	-8.236667	3.54
1132	56.117083	20.928611	6.10
1133	57.307500	70.871111	5.44
1134	55.890833	-9.514444	5.60
1135	56.200833	24.289444	5.46
1136	56.497083	45.681944	5.66
1137	56.218750	24.113333	3.70
1138	55.708750	-36.686389	4.59
1139	56.290417	24.839167	5.64
1140	56.302083	24.467222	4.30
1141	56.127083	-0.836944	5.25
1142	56.884167	55.922500	6.10
1143	57.589583	71.332222	4.63
1144	56.456667	24.367778	3.87
1145	56.235417	0.296667	5.55
1146	56.476667	24.554722	5.76
1147	56.512083	24.528056	6.43
1148	56.418333	6.050000	5.35
1149	54.125000	-77.676944	6.29
1150	57.380000	65.526111	4.47
1151	56.581667	23.948333	4.18
1152	56.025833	-39.339722	6.45
1153	57.402917	63.297222	5.85
1154	56.539583	6.803056	5.91
1155	57.076250	50.736667	6.14
1156	57.331667	57.118056	6.46
1157	56.535417	-11.898333	4.42
1158	56.969167	33.600000	6.57
1159	56.953750	32.195000	6.25
1160	56.871250	24.105000	2.87
1161	57.924167	68.507500	6.32
1162	56.210833	-47.938611	6.49
1163	56.140833	-53.726111	6.30
1164	56.315833	-46.640278	5.73
1165	57.284167	43.963056	6.02
1166	56.614167	-28.661944	5.90
1167	57.087083	23.421111	5.45
1168	56.712083	-22.750278	4.23
1169	57.067917	11.143333	5.07
1170	56.050000	-63.193056	3.85
1171	57.518750	44.967778	5.66
1172	57.385833	33.091389	5.11
1173	57.290417	24.053333	3.63
1174	56.833750	-28.098056	6.55
1175	57.296667	24.136667	5.09
1176	56.915000	-22.125278	5.24
1177	57.162083	0.227778	5.91
1178	57.431250	23.711667	6.17
1179	56.983333	-29.832222	5.54
1180	57.479167	22.244444	6.07
1181	56.956667	-35.894167	6.21
1182	57.149167	-19.096944	5.81
1183	57.578750	25.579444	5.26
1184	57.147500	-36.377778	5.40
1185	57.149583	-36.379444	4.73
1186	57.973750	34.359167	5.77
1187	58.430417	57.975000	5.80
1188	57.902500	22.031667	6.83
1189	57.815833	13.045833	6.30
1190	57.363750	-35.799722	4.17
1191	59.125833	71.821667	6.34
1192	58.017917	31.168333	6.25
1193	58.411250	48.650556	5.76
1194	58.000833	6.534722	5.67
1195	57.656667	-35.574722	6.86
1196	58.291667	17.326944	5.97
1197	58.173333	-4.638611	5.48
1198	58.532917	31.883611	2.85
1199	59.356250	63.072222	5.03
1200	59.284583	61.108889	5.00
1201	58.304167	-17.565556	6.22
1202	58.992500	47.871389	5.37
1203	56.809583	-73.761111	3.24
1204	58.845833	31.045833	6.10
1205	59.152083	50.695278	5.28
1206	58.572500	-1.047222	6.14
1207	58.572917	-1.045278	4.79
1208	58.427500	-23.387500	4.65
1209	58.412083	-33.267778	5.11
1210	59.119583	35.081111	5.49
1211	58.388750	-45.106389	5.93
1212	58.817917	-11.900833	6.00
1213	59.217083	22.478056	5.63
1214	58.596667	-39.642778	5.71
1215	59.463333	40.010278	2.89
1216	59.265833	23.175556	6.06
1217	59.360000	24.461944	6.16
1218	59.512917	34.814444	6.53
1219	59.257083	6.040000	6.09
1220	59.157917	-8.249167	6.19
1221	59.621250	38.840278	6.30
1222	58.641667	-51.309444	6.46
1223	59.741250	35.791111	4.04
1224	59.916667	38.820556	6.38
1225	62.511667	80.698611	5.10
1226	59.507500	-12.491389	2.95
1227	59.717917	-4.530000	5.83
1228	59.919583	10.330833	6.37
1229	60.311250	36.990000	6.41
1230	59.875417	-11.425833	5.60
1231	59.016667	-62.536389	6.14
1232	60.153750	17.296667	6.32
1233	60.203333	18.193889	5.89
1234	60.170000	12.490278	3.47
1235	59.981250	-23.983611	4.66
1236	61.512917	68.680000	5.87
1237	61.113333	59.155556	5.06
1238	60.442083	9.997778	5.67
1239	60.383333	-0.450278	5.28
1240	59.678750	-56.897500	6.05
1241	60.169583	-29.509167	5.93
1242	59.686250	-60.599722	4.56
1243	61.662500	65.520833	6.17
1244	60.652917	0.268889	5.38
1245	60.065417	-50.435278	6.51
1246	60.789167	5.989167	3.91
1247	61.090417	24.105833	5.47
1248	60.935833	5.435556	5.33
1249	60.985833	8.197222	5.46
1250	61.652500	54.008611	6.31
1251	61.173750	22.081944	4.36
1252	61.041250	2.826944	5.36
1253	60.852917	-19.855833	6.46
1254	60.903333	-19.841667	7.01
1255	61.962917	62.330000	6.99
1256	61.645833	50.351389	4.29
1257	61.334167	22.008889	5.90
1258	61.036250	-15.411111	6.39
1259	60.224167	-61.840556	4.51
1260	61.094583	-11.207500	5.61
1261	60.325833	-60.921111	4.97
1262	61.170833	-19.618333	6.13
1263	61.651667	27.600000	5.20
1264	61.752083	29.001389	5.23
1265	62.365000	59.908056	6.28
1266	55.633750	-84.737778	6.41
1267	61.485417	-7.143889	6.26
1268	62.165417	47.712500	4.04
1269	61.444583	-19.487778	6.34
1270	61.405833	-26.348333	5.59
1271	62.343333	54.828889	6.18
1272	62.063750	37.727778	6.09
1273	62.152500	38.039722	5.51
1274	61.925000	15.162778	6.01
1275	61.997500	17.339722	5.89
1276	63.437083	72.126389	6.03
1277	63.215000	68.501667	6.32
1278	62.291667	19.609167	5.50
1279	62.256667	13.398333	5.95
1280	61.854583	-41.083056	6.59
1281	62.745833	33.586667	5.72
1282	62.707917	26.480833	5.41
1283	62.324167	-15.614167	5.37
1284	67.054167	83.807778	5.57
1285	62.593750	-5.076111	5.44
1286	62.141250	-44.135278	6.59
1287	62.834583	5.523056	5.72
1288	62.698750	-7.180278	5.70
1289	61.840000	-63.777500	6.38
1290	63.130833	17.277500	6.09
1291	63.757500	57.460278	6.08
1292	63.213333	22.413611	6.12
1293	62.966250	-5.162500	4.04
1294	62.690833	-34.726111	6.44
1295	62.900833	-19.643889	5.79
1296	63.498333	37.966944	6.45
1297	62.710833	-40.006389	4.93
1298	63.724583	48.409444	4.14
1299	67.500417	83.340556	5.46
1300	64.223333	61.850278	5.70
1301	63.722083	40.483611	4.71
1302	63.395000	10.212222	6.23
1303	63.380417	8.890556	6.51
1304	63.387917	7.716111	5.29
1305	63.457917	12.753333	6.25
1306	63.485000	9.263611	4.84
1307	63.409167	-0.850278	6.44
1308	64.284167	57.860556	5.71
1309	64.179583	53.611944	5.19
1310	63.651250	10.011111	5.22
1311	63.131667	-43.631667	6.71
1312	66.761667	80.824167	5.43
1313	63.598750	-9.743611	4.87
1314	63.942917	15.400556	6.32
1315	63.883750	8.892222	4.29
1316	63.857500	6.199722	6.93
1317	63.871667	6.186667	6.31
1318	63.398750	-39.642222	6.37
1319	64.560833	50.295556	4.61
1320	63.817917	-6.347222	4.43
1321	63.500417	-41.705556	3.86
1322	65.167917	65.140556	5.27
1323	64.534167	42.141111	6.22
1324	64.315000	20.578611	4.94
1325	64.805417	50.048889	5.45
1326	64.596667	21.579167	5.65
1327	64.330000	-5.528056	5.94
1328	65.047917	50.920833	5.55
1329	64.602083	9.486667	6.54
1330	65.448333	60.735556	5.39
1331	63.606250	-61.526111	3.35
1332	65.060000	41.808056	5.92
1333	64.006667	-50.513333	4.25
1334	64.858750	21.142222	5.35
1335	63.702917	-61.808056	5.45
1336	64.902917	21.773611	5.38
1337	65.465833	56.506667	5.88
1338	65.102500	34.566667	4.93
1339	65.041667	31.953333	6.16
1340	64.566250	-19.284444	6.00
1341	64.948333	15.627500	3.65
1342	64.473750	-32.201667	3.56
1343	65.088750	27.350833	4.95
1344	64.906250	10.121389	6.31
1345	65.388333	46.498889	4.85
1346	64.990417	14.035278	5.59
1347	65.741250	59.616389	6.19
1348	64.655833	-21.029722	6.07
1349	65.104583	18.742500	6.12
1350	64.120417	-58.698056	4.44
1351	65.151250	15.095278	5.26
1352	64.087917	-59.051389	6.37
1353	65.220000	13.864167	6.17
1354	64.762500	-32.095000	6.37
1355	65.171667	6.130833	5.77
1356	65.204167	9.225556	6.53
1357	65.161250	-5.754444	6.27
1358	65.178333	-6.407500	5.85
1359	64.819167	-43.731944	5.34
1360	64.666667	-51.140000	6.09
1361	65.362917	0.098056	5.86
1362	65.162500	-19.360278	5.38
1363	65.514583	14.077222	5.72
1364	65.645417	25.629167	5.37
1365	65.595000	20.821389	5.91
1366	65.899583	42.428056	6.23
1367	64.417500	-62.744444	5.87
1368	65.733750	17.542500	3.76
1369	65.380417	-24.271667	6.01
1370	65.885000	20.982222	5.99
1371	65.854167	16.777222	5.64
1372	66.121667	34.130556	5.73
1373	65.999167	24.301111	6.36
1374	66.155833	33.959722	5.76
1375	66.024167	17.443889	4.80
1376	65.966250	9.460833	5.12
1377	66.753750	57.585278	6.32
1378	65.920000	-2.254444	5.17
1379	65.773750	-23.107778	5.83
1380	66.237917	19.041667	5.98
1381	65.782083	-34.455000	6.39
1382	66.342083	22.293889	4.22
1383	66.354167	22.199722	5.28
1384	66.372500	17.928056	4.29
1385	66.526250	31.438889	5.28
1386	66.405417	15.940833	6.46
1387	66.577083	22.813611	4.28
1388	66.009167	-33.983056	3.96
1389	66.586667	15.618333	4.49
1390	65.472083	-62.613611	5.24
1391	66.651667	14.713611	4.69
1392	66.587917	8.590278	6.06
1393	66.235000	-33.242222	6.55
1394	66.822917	22.996389	5.53
1395	66.752917	2.079444	6.23
1396	68.377917	72.528611	5.94
1397	66.870000	11.212500	5.88
1398	67.003333	21.620000	5.72
1399	66.329583	-43.839167	6.39
1400	66.050833	-56.928611	6.29
1401	67.216250	30.361389	6.40
1402	67.110000	16.359722	4.97
1403	67.097500	14.740833	5.90
1404	67.154167	19.180278	3.53
1405	66.737500	-23.918611	6.11
1406	67.143750	15.962222	3.84
1407	67.165417	15.870833	3.40
1408	67.015000	1.858611	6.15
1409	67.209167	13.047500	5.03
1410	67.133750	1.380833	5.55
1411	66.272083	-60.761667	5.94
1412	68.007500	53.910833	5.77
1413	66.775000	-45.052500	6.10
1414	67.659583	32.458056	6.21
1415	67.428750	10.521667	6.79
1416	67.162500	-18.541667	5.96
1417	67.535833	15.638056	5.58
1418	67.278750	-12.951667	5.60
1419	67.850000	40.010278	6.26
1420	67.510000	10.262500	6.48
1421	64.496250	-79.786111	5.69
1422	67.640417	16.193889	4.78
1423	67.662083	15.691944	5.48
1424	67.039167	-40.040000	6.44
1425	67.655417	13.724444	5.40
1426	67.540417	-12.407778	6.24
1427	67.965833	15.851667	6.02
1428	67.333333	-45.484722	6.16
1429	68.353750	43.063889	6.09
1430	66.941250	-61.479167	5.75
1431	68.020000	5.410000	6.39
1432	67.969583	0.043889	4.91
1433	67.857917	-12.355000	6.21
1434	67.667917	-34.346389	5.96
1435	69.100833	64.261667	5.94
1436	68.155833	-2.790833	5.81
1437	68.387083	18.016667	6.25
1438	67.708750	-43.046111	5.07
1439	68.462083	14.844444	4.65
1440	68.658333	28.961111	5.88
1441	68.450417	9.413056	6.01
1442	68.341667	-9.214167	6.06
1443	68.534583	5.568611	5.68
1444	68.478333	-5.261111	5.72
1445	68.559167	-5.162222	6.09
1446	68.548333	-7.768611	5.11
1447	68.548750	-7.029722	5.26
1448	68.377500	-28.233333	4.51
1449	69.172500	41.264722	4.25
1450	68.927917	19.881667	6.36
1451	65.241250	-80.420000	5.79
1452	68.980000	16.509167	0.85
1453	68.913750	10.160833	4.25
1454	69.121667	23.340833	6.02
1455	68.808333	-8.263333	6.37
1456	68.752083	-18.079444	6.13
1457	69.006667	-2.388056	6.33
1458	69.079583	-2.647500	3.93
1459	68.887500	-29.437778	3.82
1460	68.499167	-54.955000	3.27
1461	69.992083	53.473056	5.35
1462	69.977917	53.079722	5.05
1463	71.501250	76.611111	6.49
1464	69.307083	0.998333	5.31
1465	69.623333	26.940000	6.47
1466	69.565833	20.684722	5.92
1467	69.539167	16.033333	5.79
1468	69.539583	12.510833	4.27
1469	69.400417	-1.526667	5.23
1470	68.391667	-61.176389	5.79
1471	69.212083	-29.283333	6.30
1472	69.846250	25.218333	6.22
1473	69.788333	15.799722	5.07
1474	69.818750	15.918056	4.69
1475	69.775833	7.870833	5.39
1476	69.545000	-13.696111	3.87
1477	70.350417	48.300833	5.67
1478	69.723333	-11.876944	5.01
1479	70.014167	12.197778	5.46
1480	65.712083	-81.100833	6.76
1481	70.825417	59.520833	6.50
1482	69.832083	-13.640833	5.45
1483	69.946667	-0.947222	6.10
1484	70.459583	38.280278	5.99
1485	70.332500	28.615000	5.78
1486	72.209583	75.941111	6.06
1487	69.190000	-61.922500	5.40
1488	70.840000	49.973889	5.87
1489	70.726250	43.365000	5.29
1490	70.028333	-23.517500	5.58
1491	70.110417	-18.328333	4.32
1492	70.561250	22.956944	4.28
1493	69.767917	-50.327222	6.44
1494	70.807500	24.088889	6.13
1495	71.053750	40.786944	6.08
1496	70.951250	32.865278	6.45
1497	70.140417	-40.136111	4.45
1498	70.514583	-36.855556	5.05
1499	70.076250	-57.056389	6.53
1500	70.894167	-7.206389	6.82
1501	70.896250	-7.203889	6.70
1502	71.107500	11.146111	5.40
1503	71.022083	-7.496389	5.90
1504	70.788750	-29.234444	5.68
1505	72.651667	70.941667	6.37
1506	72.001250	56.757222	5.30
1507	71.427083	23.628056	6.35
1508	71.033333	-17.333333	5.53
1509	71.685000	40.312778	5.97
1510	72.029167	55.602500	6.26
1511	70.693333	-49.518611	5.31
1512	71.570000	18.735000	6.01
1513	70.934167	-40.935278	6.25
1514	71.507083	11.705556	5.37
1515	71.375417	-2.745278	4.02
1516	71.267500	-20.716389	5.72
1517	71.600417	-1.045556	6.33
1518	75.086250	81.193889	5.07
1519	71.456667	-33.995000	6.86
1520	71.607500	-27.912500	6.19
1521	71.480833	-38.643333	6.05
1522	73.021667	63.505278	5.44
1523	72.329167	32.588333	5.86
1524	72.303333	31.437222	5.58
1525	71.087917	-58.267222	5.27
1526	69.590417	-76.343889	6.05
1527	71.901250	-15.065556	5.51
1528	72.477500	37.488333	4.88
1529	72.185833	3.588333	6.03
1530	72.788750	48.740833	5.66
