# BSCnumber	RA[deg]	dec[deg]	Vmagnitude	dist[pc]
1340	152.092917	11.967222	1.35	22.222
1341	152.524583	-11.183889	5.31	35.714
1342	152.382500	-34.143333	6.13	20.833
1343	152.647083	-11.645833	3.61	37.037
1344	152.177500	-64.184722	5.28	71.429
1345	152.377083	-67.316667	5.81	142.857
1346	153.353333	-32.968056	6.38	18.182
1347	154.460833	71.060556	6.66	38.462
1348	153.684167	-41.878056	3.85	29.412
1349	153.377500	-65.626944	5.16	83.333
1350	154.067083	17.740278	6.55	71.429
1351	154.134583	23.503056	5.97	29.412
1352	154.172500	23.417222	3.44	58.824
1353	154.274167	42.914444	3.45	33.333
1354	154.310833	23.106111	5.82	16.129
1355	154.407500	-7.931111	5.24	35.714
1356	154.012917	-58.096667	6.22	83.333
1357	154.270833	-60.667778	3.40	37.037
1358	154.933750	19.470833	4.79	19.231
1359	154.992917	19.841667	2.61	45.455
1360	154.994167	19.840556	3.80	45.455
1361	157.422917	84.252222	5.50	29.412
1362	154.903333	-54.970556	4.57	125.000
1363	155.543750	41.229444	5.76	24.390
1364	155.582083	41.499444	3.05	28.571
1365	156.032917	65.566389	4.97	23.256
1366	155.400000	-21.471667	6.51	166.667
1367	155.228333	-55.956944	4.50	125.000
1368	155.810833	5.694167	6.54	142.857
1369	155.581667	-40.350000	4.83	41.667
1370	157.769167	82.558611	5.26	21.277
1371	155.872083	-37.990000	5.33	66.667
1372	156.522500	-15.163611	3.81	55.556
1373	157.015833	48.784722	6.44	18.868
1374	156.970833	36.707222	4.21	45.455
1375	156.098750	-73.968333	4.00	11.628
1376	156.787917	-30.932222	4.25	41.667
1377	156.851667	-56.361111	4.66	83.333
1378	157.656667	55.980556	4.84	12.987
1379	156.969583	-57.260556	3.82	100.000
1380	157.397500	-29.392778	5.56	500.000
1381	157.219167	-63.827778	5.29	100.000
1382	158.772917	75.713056	4.84	37.037
1383	158.049167	14.137222	5.46	125.000
1384	158.307917	40.425556	4.75	32.258
1385	158.202917	9.306667	3.85	90.909
1386	157.840833	-52.284444	4.89	20.000
1387	157.583750	-70.006944	4.74	71.429
1388	158.790417	57.082778	5.16	27.778
1389	158.237083	-46.996667	5.02	100.000
1390	158.503750	-22.254722	5.08	58.824
1391	158.700000	6.953611	5.08	29.412
1392	158.759167	8.650278	5.67	200.000
1393	159.019167	-25.325000	6.29	50.000
1394	159.135000	-11.769722	5.70	20.833
1395	158.897083	-56.442222	4.45	38.462
1396	159.307083	-26.587500	4.89	100.000
1397	159.084583	-58.435278	5.08	26.316
1398	159.680000	31.976111	4.71	47.619
1399	159.325417	-47.774167	3.84	25.000
1400	159.781667	37.910000	5.85	26.316
1401	159.645833	-15.123333	4.91	71.429
1402	158.867083	-77.392222	4.11	111.111
1403	159.687917	-58.816944	4.66	62.500
1404	160.485833	65.716389	5.12	38.462
1405	159.826667	-54.396667	4.28	43.478
1406	160.767083	69.076111	5.00	200.000
1407	160.350833	-0.258333	6.26	38.462
1408	160.887083	46.203889	5.18	47.619
1409	160.854167	23.188333	5.08	62.500
1410	160.837083	4.747778	5.79	333.333
1411	160.883750	-59.433333	4.57	50.000
1412	161.692500	-48.580000	2.69	45.455
1413	161.908333	-14.738056	6.67	83.333
1414	162.238333	29.415833	6.15	26.316
1415	162.314167	10.545278	5.34	142.857
1416	162.322083	-3.975833	6.61	90.909
1417	161.315417	-79.530278	5.47	333.333
1418	162.406250	-15.806389	3.11	35.714
1419	162.350417	-58.676389	5.91	100.000
1420	163.377917	69.853889	5.93	34.483
1421	163.393750	54.585000	5.10	62.500
1422	163.327917	34.215000	3.83	41.667
1423	163.494583	43.190000	4.71	71.429
1424	163.372917	-19.861111	5.24	18.519
1425	163.373333	-57.146667	3.78	16.949
1426	163.903333	24.749722	4.50	66.667
1427	163.905417	24.748889	6.30	66.667
1428	163.425000	-69.279722	5.99	250.000
1429	164.060417	42.008333	6.03	37.037
1430	163.926667	0.736944	5.91	71.429
1431	164.006250	6.185278	5.81	333.333
1432	164.179583	-36.862222	4.60	40.000
1433	164.866667	40.430278	5.05	13.889
1434	164.886667	36.093056	6.00	55.556
1435	165.085833	42.911389	6.02	52.632
1436	164.943750	-17.701111	4.08	32.258
1437	165.140000	3.617500	4.84	142.857
1438	165.038750	-41.774167	4.39	333.333
1439	165.186667	6.101389	4.99	28.571
1440	165.460417	56.382500	2.37	18.868
1441	165.457083	-1.515278	4.74	31.250
1442	165.582500	20.179722	4.42	58.824
1443	165.932083	61.750833	1.79	26.316
1444	164.803750	-80.443889	6.71	100.000
1445	166.254167	7.336111	4.63	34.483
1446	166.332917	-26.706389	4.94	23.256
1447	166.725833	1.955556	5.52	28.571
1448	166.635000	-61.575833	4.61	18.182
1449	166.819167	-41.361389	5.15	1000.000
1450	166.976667	-29.825278	6.54	20.408
1451	167.182917	-27.919444	5.44	90.909
1452	167.147500	-57.025000	3.91	1000.000
1453	167.141667	-60.052778	5.13	111.111
1454	167.914583	-21.174167	4.48	19.608
1455	168.150000	-59.682500	4.60	200.000
1456	168.440000	0.069722	5.42	55.556
1457	168.527083	20.523611	2.56	20.833
1458	168.560000	15.429444	3.34	38.462
1459	168.800833	23.095556	4.63	100.000
1460	169.016667	52.773056	6.50	19.231
1461	169.165417	-2.348333	4.47	52.632
1462	169.242500	-6.865278	6.14	250.000
1463	169.115417	-44.120000	6.31	62.500
1464	169.322500	2.010556	5.18	100.000
1465	169.545417	31.529167	4.87	7.299
1466	169.545833	31.529167	4.41	7.299
1467	169.619583	33.094167	3.48	50.000
1468	169.782917	38.185556	4.78	40.000
1469	169.835417	-13.221389	3.56	41.667
1470	170.284167	6.029444	4.05	1000.000
1471	170.251667	-53.508889	3.89	90.909
1472	170.706667	43.482778	4.99	500.000
1473	170.841250	-17.220000	5.09	43.478
1474	170.802917	-35.835278	5.00	40.000
1475	170.981250	10.529167	3.94	19.231
1476	170.840833	-63.045000	5.11	100.000
1477	171.220417	-16.316111	4.08	35.714
1478	171.372500	-35.936944	5.22	31.250
1479	171.430000	-62.027222	5.17	25.000
1480	171.688750	3.013056	6.50	18.519
1481	171.984167	2.856111	4.95	29.412
1482	172.267500	39.336944	5.31	40.000
1483	172.146250	-41.325833	5.08	142.857
1484	172.410833	-23.536667	5.76	47.619
1485	172.960000	81.127222	6.15	50.000
1486	172.578750	-2.996389	4.77	66.667
1487	172.620833	18.409722	5.52	38.462
1488	172.850833	69.331111	3.84	38.462
1489	172.937083	14.364444	6.20	28.571
1490	173.086667	61.082500	5.48	22.222
1491	172.942083	-58.557778	5.13	41.667
1492	172.953333	-58.484167	5.15	71.429
1493	173.067083	-28.736667	5.81	76.923
1494	173.067917	-28.738889	5.64	76.923
1495	173.225417	-30.912778	5.04	52.632
1496	173.250417	-30.142222	3.54	37.037
1497	173.484583	36.815556	6.40	71.429
1498	173.405417	-39.413056	5.39	35.714
1499	173.591667	3.060000	5.77	22.222
1500	173.677083	16.796944	5.95	333.333
1501	173.622917	-31.168611	5.98	9.434
1502	174.011667	69.322778	5.20	40.000
1503	173.736667	-48.863333	5.50	29.412
1504	173.805000	-46.627500	5.71	125.000
1505	174.074583	27.781111	5.80	83.333
1506	173.981667	-46.358333	5.25	45.455
1507	174.237083	0.823889	4.30	52.632
1508	174.252500	-60.716667	5.15	500.000
1509	174.391250	-46.252778	5.44	1000.000
1510	174.705000	64.346944	6.46	250.000
1511	174.615000	8.134167	5.36	200.000
1512	174.687083	45.108611	6.44	20.408
1513	174.530417	-60.173611	5.15	41.667
1514	174.872500	-64.602222	5.17	166.667
1515	175.262500	34.201667	5.33	8.403
1516	175.285000	-28.803611	6.44	31.250
1517	175.223333	-61.910000	4.94	40.000
1518	175.392917	31.746111	5.73	38.462
1519	175.433333	-31.500278	5.22	66.667
1520	175.880000	-61.510556	5.03	27.027
1521	176.190833	-17.649167	4.73	33.333
1522	176.321250	8.258333	4.85	25.641
1523	176.465000	6.529444	4.03	71.429
1524	176.512500	47.779444	3.71	52.632
1525	176.628333	-60.821667	4.11	90.909
1526	176.629583	-39.499444	4.91	10.101
1527	176.815417	-29.713056	6.48	15.625
1528	176.829583	-56.303611	5.41	250.000
1529	176.996250	20.218889	4.53	45.455
1530	176.978750	8.245833	5.32	58.824
1531	177.059583	-65.185278	4.72	76.923
1532	177.161250	14.284167	5.88	18.868
1533	177.187917	-25.250278	5.11	52.632
1534	177.265000	14.571944	2.14	12.195
1535	177.485833	-69.774167	4.97	111.111
1536	177.673750	1.764722	3.61	9.615
1537	177.786250	-44.826389	4.46	45.455
1538	177.923333	-29.165000	5.85	52.632
1539	178.245000	37.718611	6.45	8.621
1540	178.227500	-32.091944	4.28	100.000
1541	178.457500	53.694722	2.44	35.714
1542	178.607500	-36.251111	6.46	19.231
1543	178.677083	-24.286111	5.30	31.250
1544	178.773750	46.476944	6.54	333.333
1545	178.796667	46.469722	7.03	333.333
1546	178.918750	15.646667	5.53	333.333
1547	179.003750	-16.849167	5.18	43.478
1548	179.905417	-77.778056	4.91	83.333
1549	179.987083	3.655278	5.37	62.500
1550	180.185417	-9.553889	5.55	12.500
1551	180.218333	6.614167	4.66	47.619
1552	180.414583	36.041944	5.59	35.714
1553	180.528333	43.045556	5.21	52.632
1554	180.756250	-62.687222	4.33	47.619
1555	180.915000	-41.565833	5.15	25.641
1556	181.069167	21.459167	5.87	200.000
1557	181.161250	-67.670833	5.35	62.500
1558	181.193750	-75.480833	5.04	333.333
1559	181.302083	8.733056	4.12	25.641
1560	181.312917	76.905833	5.80	71.429
1561	181.720417	-63.386389	4.15	18.868
1562	181.957500	-74.633056	5.18	50.000
1563	182.089583	-49.277500	2.60	38.462
1564	182.103333	-23.271111	4.02	14.286
1565	182.422083	1.897778	5.95	111.111
1566	182.510417	-33.295000	6.17	166.667
1567	182.514167	5.806944	5.72	52.632
1568	182.531250	-21.380278	3.00	37.037
1569	182.766250	-22.397500	5.46	43.478
1570	182.912917	-51.631389	3.96	31.250
1571	183.049583	77.616389	5.14	32.258
1572	183.510833	-44.276111	5.31	142.857
1573	183.786250	-57.251111	2.80	333.333
1574	183.794167	-9.687500	6.11	29.412
1575	183.877083	-40.086944	6.26	40.000
1576	183.785417	70.200000	5.71	76.923
1577	183.856667	57.032500	3.31	16.393
1578	183.945833	-22.646389	6.54	62.500
1579	184.000833	14.898889	5.10	38.462
1580	184.031667	40.660278	5.66	250.000
1581	184.085417	23.945278	4.95	166.667
1582	184.125417	33.061389	5.00	45.455
1583	184.392083	-66.039167	4.11	21.739
1584	184.447083	-35.906111	6.15	250.000
1585	184.537917	-2.045556	6.99	62.500
1586	184.540000	-2.051389	6.54	62.500
1587	184.748750	-54.856944	5.00	100.000
1588	184.214167	86.436111	6.33	27.027
1589	184.707917	75.160556	5.38	55.556
1590	184.873333	28.156944	6.33	40.000
1591	184.976667	0.666944	3.89	62.500
1592	185.044583	-21.824444	5.97	125.000
1593	185.073750	26.001944	6.15	16.667
1594	185.087500	3.312500	4.96	500.000
1595	185.172083	27.054722	7.13	125.000
1596	185.232083	-12.434444	5.14	50.000
1597	185.340000	-59.598889	3.59	38.462
1598	185.530417	-66.478056	5.15	142.857
1599	185.626250	25.846111	4.81	71.429
1600	185.633333	5.305556	6.40	37.037
1601	185.807500	-66.368333	6.36	76.923
1602	186.006250	51.562222	4.80	26.316
1603	186.077083	26.098611	5.18	111.111
1604	186.111250	25.582778	6.42	90.909
1605	186.312917	23.926111	6.03	142.857
1606	186.462083	39.018611	5.02	33.333
1607	186.649583	-62.900833	1.33	125.000
1608	186.652083	-62.900556	1.73	125.000
1609	186.600417	27.268333	4.95	71.429
1610	186.700833	-47.086667	6.26	25.000
1611	186.734583	28.268333	4.36	333.333
1612	186.747083	26.825556	5.00	41.667
1613	186.869583	-57.008056	5.50	142.857
1614	186.600833	71.929722	6.24	200.000
1615	187.139167	-55.592222	6.15	47.619
1616	187.227917	25.912778	5.29	47.619
1617	187.466250	-15.484444	2.95	41.667
1618	187.520000	-12.606944	6.35	20.408
1619	187.488750	58.405833	5.35	25.641
1620	187.512083	51.535556	6.21	28.571
1621	187.527917	69.201111	4.95	62.500
1622	187.917917	-58.576111	5.48	100.000
1623	188.017500	-15.803889	4.31	19.231
1624	188.445000	-8.548056	5.48	52.632
1625	188.412083	33.247500	5.42	30.303
1626	188.447500	33.384722	6.24	17.857
1627	188.435417	41.357500	4.26	8.547
1628	188.596667	-22.603333	2.65	29.412
1629	188.370833	69.788333	3.87	76.923
1630	188.676250	-43.326667	5.77	47.619
1631	188.712917	22.629167	4.81	250.000
1632	188.776250	18.377222	6.56	500.000
1633	188.782500	18.376944	5.02	500.000
1634	188.939583	-40.978056	5.13	41.667
1635	189.425833	-47.458889	3.86	41.667
1636	189.425833	-26.861111	5.45	27.027
1637	189.593333	1.854722	5.71	34.483
1638	189.625000	6.988333	7.08	71.429
1639	189.811667	-6.004444	4.66	50.000
1640	190.379167	-47.040278	2.17	62.500
1641	190.316667	-12.986389	6.08	71.429
1642	190.317500	-12.985000	5.98	71.429
1643	190.415000	-0.550556	3.65	10.101
1644	190.415000	-0.550556	3.68	10.101
1645	190.487917	6.806667	5.59	83.333
1646	190.647500	-47.186944	4.66	40.000
1647	191.407917	-59.018889	4.69	27.778
1648	191.570417	-67.891944	3.05	66.667
1649	191.247917	39.278889	5.95	15.873
1650	191.282500	45.440278	4.99	500.000
1651	191.404583	7.673333	5.22	71.429
1652	191.593750	9.540000	5.67	47.619
1653	191.893333	66.790278	5.43	43.478
1654	192.195833	24.840278	6.31	23.256
1655	192.164167	60.320000	5.85	24.390
1656	192.671667	-32.000556	4.91	50.000
1657	192.924583	27.540556	4.94	90.909
1658	193.278750	-47.056667	4.33	50.000
1659	193.359167	-39.821111	4.27	17.857
1660	193.296667	-2.446944	6.11	23.810
1661	192.277500	83.418056	5.85	1000.000
1662	192.306667	83.412778	5.28	1000.000
1663	193.324167	21.245000	4.90	47.619
1664	193.588333	-8.461111	4.79	47.619
1665	193.743750	-43.848056	5.89	22.727
1666	193.507083	55.959722	1.77	111.111
1667	193.900833	3.397500	3.38	45.455
1668	194.001667	38.314722	5.60	37.037
1669	194.007083	38.318333	2.90	37.037
1670	193.868750	65.438611	5.24	31.250
1671	194.073333	54.099444	5.82	83.333
1672	195.567500	-70.451111	3.62	33.333
1673	195.068750	30.785000	4.90	62.500
1674	195.161667	18.373056	6.20	50.000
1675	194.979583	66.597222	5.32	200.000
1676	195.182500	56.366389	4.93	29.412
1677	195.544167	10.959167	2.83	23.256
1678	195.888333	-48.472778	4.85	83.333
1679	195.445000	63.610278	6.00	30.303
1680	195.942083	-19.416944	5.58	333.333
1681	195.976667	-2.336667	6.59	200.000
1682	196.435417	35.798889	5.25	90.909
1683	196.467917	45.268611	5.63	83.333
1684	196.588333	21.153333	5.99	33.333
1685	196.594167	22.616111	5.60	22.222
1686	196.207083	73.025278	6.31	142.857
1687	196.794583	27.624722	4.80	125.000
1688	196.974167	-9.259722	5.19	40.000
1689	197.263750	-22.881944	4.95	83.333
1690	197.487500	-4.461111	4.38	38.462
1691	197.497083	17.529444	5.22	18.519
1692	197.497083	17.529444	5.22	18.519
1693	197.846667	-42.631111	5.25	90.909
1694	198.072500	-58.079167	4.60	71.429
1695	198.013333	-36.196944	4.85	18.868
1696	198.014583	-15.801389	5.04	25.000
1697	197.968333	27.878056	4.26	8.333
1698	198.561667	-58.896667	4.92	18.868
1699	198.361667	-17.173333	6.28	90.909
1700	198.545417	-18.069167	5.33	100.000
1701	198.429167	40.152778	4.92	250.000
1702	198.995000	-18.056944	5.22	20.833
1703	199.304167	-65.216389	4.87	142.857
1704	199.221250	-30.493889	5.10	62.500
1705	199.193750	9.424167	5.22	12.658
1706	199.401250	5.469722	4.80	90.909
1707	199.385417	40.572500	4.73	52.632
1708	199.601250	-17.688611	4.74	8.696
1709	199.730417	-22.828333	3.00	37.037
1710	199.560417	49.681944	5.15	50.000
1711	200.149167	-35.287778	2.75	16.129
1712	200.173333	2.941667	6.26	200.000
1713	201.002083	-63.464167	4.53	500.000
1714	201.279583	-73.112222	5.05	62.500
1715	200.754583	-16.264722	5.37	250.000
1716	201.307917	-63.514722	5.31	125.000
1717	200.981250	54.925278	2.27	21.277
1718	200.985000	54.921667	3.95	21.277
1719	201.298333	-10.838611	0.98	43.478
1720	201.532500	-38.244722	5.09	83.333
1721	201.306250	54.988056	4.01	22.222
1722	201.863333	-14.026389	4.76	16.949
1723	201.499583	63.261111	6.50	35.714
1724	202.355000	-50.834722	5.06	90.909
1725	202.107500	13.778889	4.98	23.256
1726	203.311667	-76.431667	6.48	29.412
1727	202.112917	59.945833	5.40	40.000
1728	202.761250	-38.592500	3.88	83.333
1729	202.991250	-5.744167	4.69	50.000
1730	202.815833	42.106111	6.08	83.333
1731	203.242083	-9.835000	5.21	47.619
1732	203.532917	3.658889	4.94	47.619
1733	203.668750	-12.785556	5.91	142.857
1734	203.673333	0.595833	3.37	22.727
1735	203.530417	55.348611	5.60	76.923
1736	203.699167	37.182500	4.98	45.455
1737	203.613750	49.016111	4.70	29.412
1738	204.300833	-60.308056	5.63	31.250
1739	204.201667	-25.505000	5.78	47.619
1740	204.365000	36.295000	4.82	33.333
1741	204.429167	50.714722	6.48	333.333
1742	204.894167	10.746111	5.57	90.909
1743	205.436250	-53.440000	5.01	333.333
1744	204.876667	52.921389	5.46	90.909
1745	205.168750	19.955556	5.75	55.556
1746	205.096667	50.519444	6.32	20.408
1747	205.403333	-7.296944	5.01	76.923
1748	205.184583	54.681667	4.66	71.429
1749	205.552917	8.388333	6.16	28.571
1750	205.765417	3.538056	5.36	166.667
1751	206.421667	-32.956111	4.23	19.608
1752	206.663750	-50.567222	4.65	55.556
1753	206.735000	-35.748056	5.15	52.632
1754	206.910000	-49.678889	5.45	76.923
1755	206.305000	55.879444	6.50	41.667
1756	206.556250	41.088611	5.87	83.333
1757	206.737917	6.350556	6.33	38.462
1758	205.663750	78.064444	5.91	29.412
1759	206.815417	17.456667	4.50	16.949
1760	207.229583	-34.296111	6.53	25.641
1761	206.885000	49.313333	1.86	28.571
1762	207.361250	-33.549167	4.19	32.258
1763	207.467917	-17.865833	4.97	21.739
1764	207.238333	39.542778	7.40	166.667
1765	207.369167	15.797778	4.07	90.909
1766	208.020000	-51.188333	5.25	1000.000
1767	207.835000	-23.609167	6.45	16.129
1768	207.956667	-31.005556	4.56	58.824
1769	207.958750	-31.005278	6.06	58.824
1770	208.003750	-30.380556	6.12	62.500
1771	207.788333	34.664444	5.87	71.429
1772	207.947917	34.444167	4.74	38.462
1773	208.386667	-34.335833	5.54	111.111
1774	207.857917	64.723333	4.65	71.429
1775	207.746667	68.315278	6.40	40.000
1776	208.675417	-0.496944	5.15	37.037
1777	208.742500	-7.941111	6.19	50.000
1778	209.082500	-53.868056	6.14	83.333
1779	208.671250	18.397778	2.68	9.259
1780	208.462500	53.728611	5.70	83.333
1781	209.081250	-45.407500	5.83	40.000
1782	209.412083	-62.313333	4.71	30.303
1783	209.043750	32.032500	6.32	71.429
1784	209.142500	27.491944	5.01	125.000
1785	209.662083	21.696111	5.76	76.923
1786	210.000417	-24.989722	5.77	34.483
1787	210.430833	-44.396389	4.34	76.923
1788	210.411667	1.544444	4.26	41.667
1789	210.955833	-59.626944	0.61	111.111
1790	210.757083	-30.316111	6.18	55.556
1791	210.884583	10.786667	6.30	16.949
1792	212.112917	-73.149722	6.02	24.390
1793	211.592917	-25.317500	3.27	20.408
1794	211.670833	-35.630000	2.06	15.385
1795	211.097083	64.375833	3.65	55.556
1796	212.478333	-52.560833	4.75	58.824
1797	211.982500	43.854444	5.27	41.667
1798	212.072083	49.458056	5.25	50.000
1799	212.710417	-15.698056	4.91	83.333
1800	212.599583	25.091667	4.83	23.810
1801	213.318333	-52.334167	5.56	111.111
1802	213.191667	-26.738889	5.08	20.833
1803	213.065833	2.409444	5.01	111.111
1804	213.224167	-9.726389	4.19	45.455
1805	213.420000	0.845556	5.91	37.037
1806	212.212083	77.547500	4.82	100.000
1807	213.588750	-4.052500	6.36	43.478
1808	213.521667	12.959444	5.54	45.455
1809	213.365417	51.787778	6.69	100.000
1810	213.370833	51.790278	4.54	100.000
1811	213.016667	69.432500	5.24	62.500
1812	213.597917	41.518889	6.24	33.333
1813	214.003750	-5.999444	4.08	23.256
1814	213.915417	19.182500	-0.04	11.111
1815	214.136667	20.121389	6.25	32.258
1816	214.964583	-60.726944	5.23	29.412
1817	214.041250	51.367222	4.75	20.833
1818	214.095833	46.088333	4.18	22.222
1819	214.753333	-24.184444	5.87	19.608
1820	214.777500	-12.628889	4.52	58.824
1821	215.177083	-44.812778	4.77	50.000
1822	214.885417	-1.734444	5.14	55.556
1823	215.139167	-36.114722	4.05	333.333
1824	215.654167	-57.540556	4.92	41.667
1825	215.774167	-26.246111	4.77	25.000
1826	215.813750	1.241667	6.27	16.393
1827	215.844167	8.445000	6.86	62.500
1828	215.844583	8.446667	5.12	62.500
1829	216.202500	-23.193611	5.32	41.667
1830	216.047083	5.820000	5.10	43.478
1831	216.170417	-10.330278	6.49	83.333
1832	216.076250	8.085000	6.19	66.667
1833	216.545000	-44.620556	4.35	500.000
1834	216.374167	-18.030278	6.61	200.000
1835	216.299167	51.850833	4.05	13.889
1836	216.614167	19.226944	5.39	142.857
1837	217.050417	-1.771944	4.81	21.277
1838	217.157500	49.844722	5.59	45.455
1839	217.403333	41.795833	6.35	32.258
1840	218.290000	-29.285833	6.09	166.667
1841	217.957500	30.371389	3.58	34.483
1842	216.881250	75.696111	4.25	52.632
1843	218.084167	26.677222	6.01	90.909
1844	218.019583	38.308333	3.03	40.000
1845	219.442917	-66.067778	6.04	19.608
1846	219.079167	-45.754722	5.55	52.632
1847	218.670000	29.745000	4.46	14.706
1848	219.333750	-45.866111	5.41	43.478
1849	218.566250	57.065278	6.48	40.000
1850	219.249167	-11.694722	6.20	29.412
1851	219.795833	-45.415833	6.07	47.619
1852	219.852917	-48.944444	6.39	111.111
1853	219.899583	-59.164722	-0.01	1.332
1854	219.900417	-59.164444	1.33	1.332
1855	219.558333	18.298333	5.91	26.316
1856	220.626667	-63.024722	3.19	17.857
1857	219.709167	44.404444	5.39	83.333
1858	221.965000	-78.955278	3.83	34.483
1859	220.462917	-29.066667	6.37	333.333
1860	220.181667	16.418333	4.94	500.000
1861	220.182917	16.417778	5.88	500.000
1862	220.287083	13.728333	4.83	111.111
1863	220.287083	13.728333	4.43	111.111
1864	218.409583	79.660278	6.26	66.667
1865	220.411667	8.161667	4.86	90.909
1866	220.431250	11.660556	5.56	43.478
1867	221.322083	-61.124167	5.36	90.909
1868	220.914167	-34.826389	4.05	71.429
1869	220.765000	-4.341667	3.88	22.222
1870	221.246667	-34.808056	4.92	52.632
1871	220.855833	26.527778	4.81	500.000
1872	220.513333	61.261944	6.25	58.824
1873	221.755417	-51.616389	5.21	47.619
1874	221.500417	-24.556944	4.94	20.408
1875	221.310417	16.964444	4.60	22.222
1876	221.545417	-20.823889	6.40	38.462
1877	221.246667	27.075000	5.12	62.500
1878	221.246667	27.074167	2.70	62.500
1879	221.562083	1.892778	3.72	27.027
1880	221.936667	-25.912500	5.24	29.412
1881	222.329583	-13.851111	5.31	166.667
1882	222.097083	24.366667	6.14	100.000
1883	222.572083	-26.039722	4.41	90.909
1884	222.277917	37.811111	6.16	47.619
1885	222.671667	-14.002778	5.15	20.000
1886	222.719583	-15.958333	2.75	17.241
1887	222.565833	23.911944	5.85	14.493
1888	222.754167	-1.700833	4.94	62.500
1889	222.422083	48.720556	5.69	111.111
1890	224.470417	-75.337222	5.34	125.000
1891	222.623333	37.271944	5.48	38.462
1892	223.137917	-29.423056	6.29	32.258
1893	222.847083	19.101111	4.55	6.410
1894	223.894167	-59.885833	5.20	32.258
1895	223.583750	-23.357778	5.30	24.390
1896	223.347083	15.704444	6.40	47.619
1897	223.348750	19.152778	6.01	11.494
1898	223.936250	-32.144167	5.32	142.857
1899	222.676250	74.155556	2.08	25.641
1900	224.536667	-47.136944	6.35	19.608
1901	224.366667	-20.584444	5.74	5.780
1902	224.295833	-3.653611	4.49	21.277
1903	224.388750	0.167500	5.53	29.412
1904	224.663333	-26.342778	5.65	125.000
1905	224.095833	49.628611	5.63	37.037
1906	224.720000	-3.010833	6.09	38.462
1907	225.243333	-7.481111	4.92	50.000
1908	224.395833	65.932500	4.60	100.000
1909	226.200833	-63.968333	5.17	31.250
1910	225.453750	0.140556	5.71	500.000
1911	222.585000	82.511944	5.64	62.500
1912	225.527083	25.008056	4.81	40.000
1913	225.725000	2.091389	4.40	40.000
1914	225.486667	40.390556	3.50	27.027
1915	226.017500	-24.718056	3.29	15.625
1916	226.280000	-46.948889	4.72	111.111
1917	226.280000	-46.948889	4.82	111.111
1918	226.329583	-40.932778	5.15	52.632
1919	226.026667	5.492500	6.50	58.824
1920	226.111250	26.947500	4.54	55.556
1921	225.947500	47.654444	4.76	11.628
1922	226.656667	-15.743056	5.20	50.000
1923	227.210833	-44.720278	4.05	83.333
1924	226.357500	48.151111	5.57	38.462
1925	226.835000	18.441667	6.02	66.667
1926	226.825417	24.869167	4.93	15.625
1927	226.569583	54.556389	5.25	34.483
1928	228.071250	-51.900833	3.41	23.256
1929	228.055417	-18.208333	4.54	33.333
1930	228.017917	18.975833	5.89	166.667
1931	228.369583	-24.690833	6.45	29.412
1932	228.181250	19.285833	6.68	41.667
1933	228.655417	-30.480833	4.91	71.429
1934	229.412083	-62.389444	4.86	250.000
1935	229.016667	-40.508889	5.16	333.333
1936	229.378333	-57.198889	4.07	18.868
1937	229.727500	-67.320556	2.89	100.000
1938	228.797500	4.939444	5.33	47.619
1939	228.621667	29.164167	5.26	38.462
1940	228.954583	0.372222	5.63	50.000
1941	228.875833	33.314722	3.47	33.333
1942	229.633333	-46.125000	4.27	76.923
1943	229.251667	-8.616944	2.61	333.333
1944	229.457917	-29.851111	4.34	55.556
1945	228.659583	67.346667	5.13	21.739
1946	229.828333	1.765278	5.06	27.027
1947	230.534583	-46.072222	5.00	31.250
1948	230.450833	-47.682222	5.65	15.152
1949	230.844583	-58.679167	4.51	100.000
1950	230.451667	-35.738611	3.56	71.429
1951	230.196250	-1.586667	6.35	30.303
1952	230.670417	-43.310556	3.37	111.111
1953	230.035417	29.616111	5.51	1000.000
1954	230.258333	0.715278	5.35	142.857
1955	229.274583	71.823889	5.02	66.667
1956	230.452500	32.933889	5.37	200.000
1957	231.187083	-38.289722	5.37	125.000
1958	231.049583	-9.677778	4.94	28.571
1959	231.334167	-37.266389	4.60	83.333
1960	230.801250	30.287778	5.58	16.393
1961	230.801250	30.287778	6.08	16.393
1962	231.122500	37.377222	4.31	25.641
1963	231.128750	37.347778	6.50	25.641
1964	230.182083	71.833889	3.05	333.333
1965	230.660000	63.341389	5.79	200.000
1966	231.447500	15.428056	5.17	76.923
1967	232.351250	-45.267222	5.24	200.000
1968	231.232500	58.966111	3.29	25.000
1969	232.159167	1.842222	5.17	32.258
1970	231.957083	29.105833	3.68	31.250
1971	233.152917	-18.329444	5.52	55.556
1972	232.732500	40.833056	5.02	50.000
1973	234.180000	-65.683056	4.11	26.316
1974	232.945833	40.899444	5.02	50.000
1975	233.655417	-27.953056	5.15	90.909
1976	233.785417	-40.833056	2.78	125.000
1977	233.544583	-9.935556	4.62	37.037
1978	233.232500	31.359167	4.14	37.037
1979	233.971667	-43.041389	4.54	71.429
1980	234.050417	-43.603056	5.43	58.824
1981	232.732083	64.208611	5.79	500.000
1982	233.881667	-13.210556	3.91	24.390
1983	233.700417	10.537500	3.80	47.619
1984	233.700417	10.539167	3.80	47.619
1985	233.672083	26.714722	2.23	22.222
1986	234.256250	-27.865000	3.58	22.727
1987	234.513333	-41.432500	4.33	58.824
