# BSCnumber	RA[deg]	dec[deg]	Vmagnitude	dist[pc]
2639	297.686667	-58.806944	5.42	76.923
2640	296.606667	33.727778	4.99	20.408
2641	296.645833	32.888611	6.18	62.500
2642	296.847083	18.534167	3.82	1000.000
2643	297.175417	11.815833	5.72	333.333
2644	297.244583	19.142222	5.00	100.000
2645	297.182917	35.311389	6.53	58.824
2646	297.960833	-38.125556	5.33	50.000
2647	297.695833	8.868333	0.77	5.051
2648	297.756667	10.415556	5.11	20.833
2649	298.050000	-18.955000	5.92	47.619
2650	297.641250	32.914167	4.23	83.333
2651	297.695833	37.826389	6.06	200.000
2652	298.014583	11.628889	6.13	45.455
2653	298.118333	1.005556	3.90	100.000
2654	298.006667	24.992222	5.57	166.667
2655	298.327917	-2.885556	5.65	333.333
2656	297.657083	52.988056	5.03	71.429
2657	298.573750	-22.058889	6.18	13.333
2658	299.672083	-68.836111	5.75	31.250
2659	298.815417	-40.131667	4.13	28.571
2660	297.043333	70.267778	3.83	62.500
2661	299.275833	-57.098611	5.26	45.455
2662	297.996250	47.027500	5.62	111.111
2663	300.147917	-71.089444	3.96	62.500
2664	298.365417	24.079722	4.58	111.111
2665	298.656667	-7.772778	5.71	100.000
2666	298.658750	-7.762778	6.49	100.000
2667	298.562083	8.461389	4.71	43.478
2668	298.960000	-25.700556	4.70	16.129
2669	298.831667	-5.265833	6.51	100.000
2670	298.629583	24.319444	5.52	66.667
2671	298.828333	6.406667	3.71	14.286
2672	300.095833	-65.050556	5.76	27.027
2673	299.236667	-26.830000	4.52	71.429
2674	299.005417	16.634722	5.36	111.111
2675	299.059583	11.423889	5.28	43.478
2676	300.468333	-65.055833	5.31	40.000
2677	299.487500	-14.508611	5.02	31.250
2678	299.076667	35.083333	3.89	66.667
2679	299.738333	-25.804444	4.83	71.429
2680	298.907500	52.438889	4.92	200.000
2681	299.439167	16.789167	5.53	333.333
2682	299.963750	-33.302222	5.30	30.303
2683	300.436250	-58.623889	5.13	200.000
2684	300.201250	-44.886944	5.81	58.824
2685	300.084583	-32.296111	5.66	20.408
2686	298.980833	58.846111	4.96	250.000
2687	299.689167	19.492222	3.47	76.923
2688	299.947500	-8.041667	5.88	25.000
2689	299.484167	42.260833	6.43	333.333
2690	299.658333	30.983611	5.49	27.778
2691	299.793750	23.101389	5.67	52.632
2692	299.643333	38.105556	6.32	250.000
2693	301.386667	-66.679167	6.07	18.519
2694	300.494167	-12.363056	5.71	50.000
2695	300.664583	-26.290278	4.58	35.714
2696	300.889583	-36.059167	4.77	50.000
2697	300.275417	27.753611	4.64	33.333
2698	300.505833	24.938056	5.22	250.000
2699	301.081667	-31.943611	4.99	142.857
2700	300.340000	50.104722	5.05	71.429
2701	300.875000	16.031389	5.67	125.000
2702	302.181667	-65.818056	3.56	5.882
2703	301.096667	0.709444	5.68	250.000
2704	301.034583	7.278056	5.52	200.000
2705	300.905833	29.896667	5.71	21.277
2706	301.025833	17.070000	5.80	16.667
2707	301.846667	-51.119167	4.94	71.429
2708	300.368750	64.821111	5.27	166.667
2709	301.289583	19.991111	5.10	31.250
2710	301.290833	38.478333	6.19	24.390
2711	300.704583	67.873611	4.51	58.824
2712	301.590833	35.972500	5.36	31.250
2713	301.959583	9.399722	6.43	66.667
2714	301.185833	63.890556	6.26	43.478
2715	301.557500	53.165833	5.85	37.037
2716	301.386667	61.995556	5.39	27.027
2717	302.799583	-35.898889	5.32	5.587
2718	302.485833	20.915278	6.48	34.483
2719	302.826250	0.821389	3.23	83.333
2720	302.639583	26.904167	5.52	500.000
2721	303.579167	-51.554444	5.65	50.000
2722	303.107917	-11.382500	5.85	27.027
2723	303.146667	0.867500	6.27	111.111
2724	303.307917	-0.990556	5.47	35.714
2725	303.822500	-26.967222	5.73	8.065
2726	303.419167	24.238889	6.56	90.909
2727	303.569167	15.197500	4.95	43.478
2728	302.895417	62.078611	5.75	32.258
2729	303.325000	46.815833	4.83	83.333
2730	303.560417	28.694722	5.18	100.000
2731	303.407917	46.741389	3.79	142.857
2732	303.633333	36.806389	4.97	27.778
2733	303.349583	56.567778	4.30	47.619
2734	303.875833	23.508611	5.15	250.000
2735	303.942083	27.814167	4.52	125.000
2736	304.412083	-11.491667	4.24	166.667
2737	304.505833	-20.190000	5.87	25.000
2738	304.824583	-46.419722	6.13	38.462
2739	302.222083	77.711389	4.39	1000.000
2740	303.867917	47.714444	3.98	71.429
2741	304.196250	24.671111	5.32	333.333
2742	304.513750	-11.455278	3.57	29.412
2743	304.230417	40.365000	5.24	250.000
2744	304.381250	29.148056	6.22	111.111
2745	304.848333	-18.881389	5.28	40.000
2746	304.446667	38.033056	4.81	250.000
2747	305.420833	-48.000556	6.27	22.222
2748	304.529167	40.732222	5.84	142.857
2749	304.662917	34.982778	5.17	142.857
2750	305.165833	-11.240833	4.76	47.619
2751	305.194167	-13.215000	6.10	100.000
2752	305.252917	-13.218611	3.08	100.000
2753	305.614583	-41.950278	5.59	28.571
2754	304.603333	55.397222	5.76	333.333
2755	304.380417	66.853889	5.93	14.925
2756	305.063333	39.403333	6.23	333.333
2757	305.971667	-41.577222	5.64	62.500
2758	305.514167	24.446111	5.54	125.000
2759	305.717917	14.551389	6.17	29.412
2760	305.794583	5.343056	5.31	500.000
2761	305.557083	40.256667	2.20	333.333
2762	306.361667	-27.336667	5.85	26.316
2763	305.731250	42.983333	6.20	71.429
2764	305.965417	32.190000	4.43	71.429
2765	306.720833	-36.596944	6.25	23.810
2766	306.271250	59.600000	6.44	200.000
2767	307.215000	-16.186389	4.78	21.277
2768	306.892917	38.440278	5.62	47.619
2769	306.759583	49.383333	5.69	83.333
2770	307.412500	-1.114444	4.91	47.619
2771	307.348750	30.368611	4.01	71.429
2772	307.499583	45.928611	6.41	142.857
2773	308.098750	-8.146667	5.65	30.303
2774	308.479583	-43.483889	5.11	142.857
2775	308.895000	-59.418333	4.76	38.462
2776	307.992500	25.804444	6.34	111.111
2777	307.395417	62.994167	4.22	26.316
2778	308.303333	11.303333	4.03	40.000
2779	308.487500	13.027222	5.38	100.000
2780	309.397083	-60.470000	4.88	333.333
2781	308.475833	35.250833	4.61	500.000
2782	309.391667	-46.708611	3.11	21.739
2783	308.827083	14.674167	4.68	66.667
2784	309.181667	-1.450000	4.89	62.500
2785	310.010833	-59.451111	5.12	20.833
2786	307.876667	74.954722	5.20	83.333
2787	309.387500	14.595278	3.63	35.714
2788	309.454583	11.377778	5.43	41.667
2789	309.584583	-0.894722	4.32	100.000
2790	309.818333	-13.045278	5.22	200.000
2791	309.630417	21.201111	4.82	500.000
2792	309.782500	10.086111	5.05	38.462
2793	309.853750	0.486389	5.16	100.000
2794	310.048750	-22.226111	6.37	14.286
2795	310.012500	-17.861389	5.10	52.632
2796	307.060833	81.422778	5.46	83.333
2797	309.747917	30.334444	5.68	76.923
2798	309.909583	15.911944	3.77	125.000
2799	307.364583	81.091389	5.96	45.455
2800	310.348750	-30.401667	5.76	43.478
2801	309.888750	40.579444	6.06	333.333
2802	311.239583	-65.796944	3.42	28.571
2803	310.188333	19.935278	6.45	20.000
2804	310.150833	29.805278	6.08	100.000
2805	311.009583	-50.078889	4.51	20.408
2806	310.260833	32.307222	5.51	250.000
2807	310.357917	45.280278	1.25	166.667
2808	310.074583	60.505278	6.01	47.619
2809	310.864583	15.074444	4.43	76.923
2810	310.850833	35.587778	6.47	125.000
2811	311.523750	-24.729167	4.14	10.204
2812	311.218750	25.270556	4.91	166.667
2813	311.415417	30.719722	4.22	66.667
2814	312.121667	-42.011389	5.11	19.608
2815	310.795833	66.657500	5.58	29.412
2816	311.661250	16.124444	5.14	38.462
2817	311.664583	16.124167	4.27	38.462
2818	311.552917	33.970278	2.46	17.544
2819	311.919167	-8.504167	3.77	47.619
2820	311.934167	-4.972222	4.42	125.000
2821	312.370833	-45.773056	4.89	83.333
2822	311.951250	6.008333	5.58	500.000
2823	311.337917	57.579722	4.51	21.739
2824	311.795000	34.374167	4.92	200.000
2825	311.322500	61.838889	3.43	14.085
2826	312.909583	-61.570833	6.28	111.111
2827	312.911667	-61.570833	6.59	111.111
2828	311.588333	52.995278	6.33	125.000
2829	311.852083	36.490833	4.53	125.000
2830	312.492083	-32.220278	4.90	83.333
2831	311.137917	69.751944	6.41	500.000
2832	312.875417	-50.391667	5.05	1000.000
2833	311.970000	52.407222	6.27	55.556
2834	312.407500	12.545278	5.98	33.333
2835	312.674167	-11.455000	5.88	47.619
2836	312.234583	46.114167	4.84	58.824
2837	312.955417	-25.080833	4.11	1000.000
2838	312.857083	-4.373611	5.99	35.714
2839	312.520417	44.059444	5.04	40.000
2840	313.036250	-4.493056	5.55	111.111
2841	313.702500	-57.545833	3.65	200.000
2842	313.417500	-38.190000	5.35	50.000
2843	312.867500	28.250556	5.77	166.667
2844	313.163333	-7.016667	4.73	52.632
2845	313.032083	27.096944	4.59	27.778
2846	313.327500	45.181944	5.45	200.000
2847	313.640000	28.057500	5.01	333.333
2848	313.919583	4.532778	6.05	83.333
2849	313.902917	13.721389	5.17	58.824
2850	314.197083	-25.703611	5.70	25.641
2851	311.889167	80.552222	5.39	90.909
2852	316.179167	-76.976111	5.15	40.000
2853	314.107917	49.195833	5.90	250.000
2854	314.293333	41.167222	3.94	100.000
2855	314.768333	4.293611	5.23	47.619
2856	314.581250	44.471667	5.55	62.500
2857	315.016250	7.516389	5.99	111.111
2858	315.322917	-31.742222	4.67	29.412
2859	314.625417	50.462222	5.61	125.000
2860	315.140833	-3.269722	6.21	30.303
2861	315.552500	-42.998056	6.64	55.556
2862	315.115417	19.329444	5.65	100.000
2863	315.613333	-37.469444	5.94	55.556
2864	315.741667	-37.368333	5.30	41.667
2865	314.855833	59.438611	5.51	500.000
2866	316.309167	-53.272778	5.16	43.478
2867	315.762500	1.531944	6.25	28.571
2868	316.019167	-4.176667	7.31	333.333
2869	316.019583	-4.176944	5.89	333.333
2870	316.101250	-18.145000	4.84	18.182
2871	317.342917	-72.826944	5.68	20.833
2872	315.702083	45.848889	6.48	111.111
2873	315.537917	56.669722	5.83	250.000
2874	316.144583	5.502778	5.61	90.909
2875	316.486667	-16.767222	4.07	58.824
2876	316.602917	-31.658333	5.18	83.333
2877	316.361250	5.958333	5.94	66.667
2878	316.232917	43.927778	3.72	142.857
2879	316.782083	-24.994167	4.50	45.455
2880	316.727500	38.745833	5.21	3.425
2881	316.730417	38.743333	6.03	3.401
2882	317.140000	-20.806389	5.30	21.739
2883	316.650417	47.648333	4.55	125.000
2884	318.335417	-69.873611	5.02	125.000
2885	317.398750	-10.628333	4.51	58.824
2886	317.162083	30.205833	5.59	166.667
2887	317.585417	10.131667	4.69	35.714
2888	317.630000	10.048889	6.07	100.000
2889	316.597083	71.431944	5.87	33.333
2890	318.056667	-39.730556	5.83	23.810
2891	318.262917	-38.574722	5.26	34.483
2892	317.383333	68.490278	7.33	500.000
2893	318.234167	30.226944	3.20	37.037
2894	318.370000	15.982500	6.27	200.000
2895	317.950833	59.986389	5.64	500.000
2896	318.620417	10.006944	4.49	17.241
2897	318.907917	-19.348333	5.24	50.000
2898	318.697917	38.045556	3.72	18.182
2899	318.955833	5.247778	3.92	47.619
2900	318.427500	64.403889	6.39	41.667
2901	319.484583	-31.827500	4.71	30.303
2902	319.966667	-52.550278	4.39	23.256
2903	319.546250	-3.480556	5.82	125.000
2904	319.354167	39.394722	4.23	90.909
2905	319.479583	34.896944	4.43	52.632
2906	319.940833	-25.646944	6.56	17.857
2907	320.190000	-39.190278	4.82	83.333
2908	320.267917	-3.440000	5.87	71.429
2909	319.870000	49.510278	5.76	1000.000
2910	319.645000	62.585556	2.44	14.706
2911	319.815833	58.623611	5.66	250.000
2912	320.268333	23.855833	5.57	200.000
2913	320.208750	32.452778	5.68	55.556
2914	320.561667	-15.165556	4.28	30.303
2915	320.341667	32.612778	6.04	142.857
2916	320.255833	40.345556	6.40	29.412
2917	319.842500	64.871944	5.18	66.667
2918	320.521667	19.804444	4.08	71.429
2919	320.723333	6.811111	5.16	35.714
2920	321.103333	-40.993333	5.77	166.667
2921	321.610833	-64.633889	4.22	9.009
2922	321.040000	-19.148056	5.41	47.619
2923	320.501667	49.388889	5.69	90.909
2924	320.995000	24.274167	5.71	37.037
2925	321.304583	-8.251389	5.70	142.857
2926	322.187083	-68.494722	5.34	43.478
2927	321.141667	26.174444	5.68	76.923
2928	321.666667	-21.588611	3.74	100.000
2929	321.617083	1.103333	6.13	35.714
2930	321.331667	46.714444	5.60	25.641
2931	322.180833	-20.192778	4.51	43.478
2932	321.715000	48.835000	5.31	125.000
2933	321.917083	27.608611	5.41	52.632
2934	321.687500	52.898611	6.03	55.556
2935	322.034583	32.225278	5.80	43.478
2936	322.487083	23.638889	4.57	76.923
2937	321.942083	66.809167	5.44	166.667
2938	322.362500	46.540556	5.24	43.478
2939	323.024583	-40.820833	5.29	83.333
2940	322.889583	-4.428889	2.91	166.667
2941	322.165000	70.560833	3.23	71.429
2942	323.823333	-2.016944	5.77	1000.000
2943	323.495417	45.591944	4.02	500.000
2944	325.368750	-76.610000	3.76	18.868
2945	323.694167	38.534167	4.90	83.333
2946	323.862500	24.452222	6.11	500.000
2947	323.614583	51.698333	6.15	166.667
2948	324.437917	-6.145833	4.69	83.333
2949	324.237500	40.413611	5.01	50.000
2950	324.439167	19.318611	5.45	142.857
2951	324.632917	5.771667	5.67	30.303
2952	324.754583	20.265278	5.85	47.619
2953	324.888750	2.243611	5.10	166.667
2954	325.022917	-15.337778	3.68	34.483
2955	324.480000	62.081944	4.73	125.000
2956	327.726250	-81.280833	5.29	90.909
2957	325.387083	-13.952500	5.18	29.412
2958	325.046250	43.273889	5.11	250.000
2959	325.503333	-22.737222	5.24	40.000
2960	325.664583	-17.133611	4.73	35.714
2961	325.392917	40.805278	6.11	76.923
2962	325.535000	45.765833	6.17	333.333
2963	325.595417	41.077222	5.69	333.333
2964	326.236667	-32.974167	4.34	24.390
2965	326.046667	9.875000	2.39	166.667
2966	326.035833	28.742778	4.73	20.408
2967	326.034583	28.743056	6.08	20.408
2968	326.251250	-8.917500	5.09	500.000
2969	326.127917	17.350000	4.34	125.000
2970	326.130417	14.771944	5.94	15.385
2971	326.161250	25.645000	4.13	28.571
2972	325.876667	58.780000	4.08	333.333
2973	325.480417	71.311389	4.56	125.000
2974	326.633750	-10.634167	5.58	66.667
2975	326.518333	22.948889	5.29	166.667
2976	326.760000	-15.872778	2.87	11.494
2977	327.065833	-46.696389	5.58	13.699
2978	325.766667	72.320278	5.17	66.667
2979	326.600000	25.563333	6.28	166.667
2980	326.934167	-29.101667	5.01	166.667
2981	326.808333	2.686111	5.64	200.000
2982	327.696250	-68.370556	5.53	34.483
2983	326.362083	61.120833	4.29	76.923
2984	326.698333	49.309444	4.23	1000.000
2985	326.855417	60.692778	5.52	47.619
2986	327.461250	30.174167	5.04	166.667
2987	327.536250	17.285556	5.29	66.667
2988	328.324167	-12.448333	5.08	21.277
2989	328.797917	-60.113611	5.90	52.632
2990	328.482083	-36.635000	3.01	76.923
2991	328.124583	28.793333	5.53	25.000
2992	328.265833	25.925000	5.08	333.333
2993	328.004167	55.796944	5.71	200.000
2994	328.543333	-3.723889	5.71	58.824
2995	327.905417	65.752778	6.37	100.000
2996	329.479583	-53.007500	4.40	50.000
2997	329.100000	21.239722	6.40	250.000
2998	329.729167	-3.626944	6.22	29.412
2999	329.162917	63.625556	4.91	250.000
3000	330.209167	-27.546389	5.42	90.909
3001	330.840000	-55.213889	4.69	3.509
3002	330.272500	13.119722	5.60	26.316
3003	330.610833	-15.035833	6.37	166.667
3004	329.812500	73.180000	5.03	30.303
3005	330.519167	58.000556	5.56	111.111
3006	331.197500	0.906667	5.30	71.429
3007	331.528750	-38.456667	4.46	76.923
3008	331.420000	5.058611	4.84	71.429
3009	331.445833	0.319722	2.96	83.333
3010	330.970417	63.119722	5.29	166.667
3011	330.947500	64.627778	4.29	31.250
3012	329.552917	82.869722	6.98	90.909
3013	331.508333	45.014444	5.14	166.667
3014	332.058333	-45.038889	1.74	17.544
3015	331.752917	25.345000	3.76	12.195
3016	332.095833	-31.011389	4.50	33.333
3017	332.108333	-33.956111	4.99	111.111
3018	331.869167	19.475556	5.75	62.500
3019	331.790000	58.840833	6.32	58.824
3020	332.482083	-33.985278	5.37	37.037
3021	332.536667	-31.451667	4.92	18.868
3022	332.306667	33.172222	5.58	166.667
3023	332.550000	6.197778	3.53	20.408
3024	332.496667	33.178333	4.29	142.857
3025	332.791250	50.823333	5.40	125.000
3026	332.713750	58.201111	3.35	58.824
3027	332.451667	72.341111	4.79	58.824
3028	332.877917	59.414444	5.04	166.667
3029	332.953333	56.839444	5.24	41.667
3030	332.662083	70.132778	5.50	26.316
3031	333.199167	34.604722	5.33	333.333
3032	333.660833	-40.618333	6.23	21.739
3033	333.578333	-26.233056	5.43	83.333
3034	333.575000	-20.925833	5.32	62.500
3035	333.469583	39.715000	4.49	50.000
3036	333.903750	-40.653333	4.79	111.111
3037	334.110833	-40.372500	5.10	100.000
3038	333.220417	73.307222	6.08	66.667
3039	333.758333	57.043611	4.19	24.390
3040	333.992500	37.748889	4.13	333.333
3041	334.208333	-6.216667	4.16	47.619
3042	334.565000	-52.372222	5.37	12.048
3043	334.625417	-59.740278	2.86	38.462
3044	334.734167	37.769444	6.17	76.923
3045	336.153333	-71.744444	5.29	32.258
3046	335.398333	-20.401667	5.13	66.667
3047	335.414167	-0.612778	3.84	21.739
3048	335.330417	28.330556	4.81	43.478
3049	335.256667	46.536667	4.57	25.000
3050	335.783333	-44.071389	5.62	37.037
3051	336.235000	-56.202778	5.32	17.241
3052	335.915000	20.848333	6.04	27.027
3053	336.028750	-3.163056	5.78	166.667
3054	335.975833	38.573611	6.22	200.000
3055	335.890000	52.229167	4.43	47.619
3056	336.129167	49.476389	4.57	333.333
3057	336.642500	-15.258611	6.57	17.544
3058	336.643333	-15.257500	6.35	17.544
3059	333.294167	86.108056	5.27	166.667
3060	336.655833	4.393611	5.75	24.390
3061	336.964583	4.695556	4.79	40.000
3062	337.163333	-38.868056	5.47	66.667
3063	337.317500	-42.504444	3.97	41.667
3064	337.207083	0.020278	4.59	45.455
3065	337.208750	0.020000	4.42	45.455
3066	337.439583	-42.250556	4.11	200.000
3067	337.491667	4.431667	5.48	31.250
3068	337.292917	58.415278	3.75	90.909
3069	337.382500	47.706944	4.36	166.667
3070	337.661667	-9.321944	4.82	47.619
3071	337.876250	-31.653889	4.29	47.619
3072	337.826667	-5.445000	6.14	22.727
3073	338.250417	-60.017778	4.81	142.857
3074	337.822917	50.282500	3.77	25.000
3075	338.147917	20.230000	6.42	76.923
3076	337.470417	78.824167	5.50	125.000
3077	338.673333	-19.291667	5.20	21.739
3078	338.262083	69.913611	6.60	500.000
3079	338.839167	0.117500	4.02	40.000
3080	338.320833	70.373889	6.34	333.333
3081	339.439167	-3.771944	5.03	52.632
3082	339.343333	51.545278	4.63	45.455
3083	338.942083	73.643056	5.08	125.000
3084	339.719167	19.522222	5.82	100.000
3085	339.933333	-27.674722	6.31	100.000
3086	339.657917	56.795833	5.21	76.923
3087	340.092917	-29.341111	5.87	71.429
3088	339.662500	63.584444	5.19	125.000
3089	340.200000	-2.445833	6.31	83.333
3090	340.219583	14.549444	5.71	31.250
3091	340.128750	44.276389	4.46	100.000
3092	340.365417	10.831389	3.40	43.478
3093	340.653750	-46.789444	5.98	14.925
3094	340.667083	-45.115278	2.10	125.000
3095	340.439167	29.307500	4.79	41.667
3096	340.489167	14.516389	5.90	100.000
3097	340.400417	41.549444	5.94	1000.000
3098	340.875000	-40.585556	4.85	33.333
3099	340.764583	-7.688333	6.45	250.000
3100	340.897083	-17.169722	4.69	76.923
3101	340.750417	30.221389	2.94	58.824
3102	340.768750	47.168611	6.39	500.000
3103	341.021667	39.465556	5.95	100.000
3104	341.407917	-52.499722	4.85	200.000
3105	341.022917	41.819167	5.08	100.000
3106	341.419583	-45.452500	5.51	333.333
3107	341.673333	12.172778	4.19	19.231
3108	341.542500	44.546111	5.76	52.632
3109	341.632917	23.565556	3.95	23.810
3110	341.887917	-18.386667	5.26	29.412
3111	342.138750	-50.683056	3.49	22.727
3112	342.397917	-12.407500	4.01	47.619
3113	342.496250	-31.194722	6.33	66.667
3114	342.500833	24.601667	3.48	25.000
3115	342.759167	-38.843056	5.42	1000.000
3116	342.252917	68.570278	6.19	40.000
3117	342.420000	66.200556	3.52	24.390
3118	343.131667	-31.124444	4.46	23.256
3119	342.845000	61.696944	5.60	200.000
3120	343.100417	9.835556	5.16	23.256
3121	343.153750	-6.420278	3.74	58.824
3122	343.008333	43.312500	4.94	47.619
3123	343.407917	-47.401944	6.04	23.810
3124	341.870833	83.153889	4.74	55.556
3125	343.417083	44.749167	5.81	55.556
3126	343.662500	-14.179167	3.27	26.316
3127	343.689583	-15.728056	5.56	52.632
3128	343.795833	-3.012222	5.72	83.333
3129	343.807083	8.815833	4.90	166.667
3130	343.987083	-31.460278	4.21	47.619
3131	344.100000	-30.434444	6.48	7.692
3132	344.214583	11.848333	6.51	125.000
3133	344.108333	49.733611	4.95	1000.000
3134	344.412917	-28.377778	1.16	6.711
3135	344.366250	20.768889	5.49	13.514
3136	344.646250	9.356944	6.43	28.571
3137	344.799167	11.728889	5.75	71.429
3138	345.220000	-51.245833	4.12	25.641
3139	343.603333	84.346111	4.71	1000.000
3140	345.021250	56.945278	5.00	500.000
3141	345.641667	-35.579167	6.47	333.333
3142	345.480417	42.326111	3.62	66.667
3143	345.651250	42.757778	5.10	29.412
3144	345.874167	-33.250556	5.11	19.231
3145	346.165000	-52.035000	5.37	83.333
3146	345.943750	28.082778	2.42	45.455
3147	345.887083	67.209167	5.24	500.000
3148	346.045833	50.052222	4.65	250.000
3149	346.190417	15.205278	2.49	26.316
3150	346.290833	-6.306389	5.43	47.619
3151	346.276250	16.563056	6.44	40.000
3152	346.720000	-42.479444	4.28	58.824
3153	346.575833	18.517500	6.13	62.500
3154	346.670417	-22.256944	4.47	35.714
3155	346.751250	9.409444	4.52	62.500
3156	346.778333	25.468333	4.76	166.667
3157	346.865417	32.825833	6.02	90.909
3158	346.939167	49.295833	5.70	47.619
3159	346.948750	63.633333	6.26	166.667
3160	347.361667	-20.827500	3.66	100.000
3161	347.488750	-41.139444	5.81	23.810
3162	347.381250	8.677222	5.12	142.857
3163	347.478333	-21.542500	4.69	25.000
3164	346.974583	75.387500	4.41	166.667
3165	347.590000	-44.753333	3.90	33.333
3166	347.613333	43.544167	5.94	43.478
3167	347.934167	8.720000	5.16	34.483
3168	347.955000	26.847222	6.17	38.462
3169	348.527500	-61.300000	6.12	31.250
3170	348.137500	49.406389	4.52	19.608
3171	348.320833	57.168333	5.56	6.579
3172	348.580833	-5.951111	4.22	100.000
3173	348.972917	-8.912222	4.21	20.408
3174	349.357500	-57.764167	3.99	23.256
3175	349.212083	-6.273333	5.06	111.111
3176	349.291250	3.282222	3.69	27.778
3177	349.176250	53.213611	5.54	27.778
3178	349.436250	49.015278	4.85	90.909
3179	349.705833	-31.468056	4.41	23.256
3180	349.740417	-8.389167	4.98	83.333
3181	349.777917	-12.541111	5.08	25.000
3182	349.656250	68.111667	4.75	41.667
3183	349.874167	48.625278	5.44	62.500
3184	349.923333	48.380833	6.32	1000.000
3185	350.085833	5.381389	5.05	500.000
3186	350.159167	23.740278	4.60	27.027
3187	350.478750	31.812500	5.32	1000.000
3188	350.663333	-14.960833	5.20	45.455
3189	350.742500	-19.899444	3.97	27.778
3190	350.769167	12.313889	5.08	1000.000
3191	350.947917	32.531389	6.69	83.333
3192	351.211667	32.385000	5.57	250.000
3193	351.209583	62.282778	4.98	142.857
3194	351.345000	23.404167	4.40	27.778
3195	351.511667	-19.358056	4.39	142.857
3196	351.733333	1.255556	4.94	25.000
3197	351.992083	6.378889	4.28	62.500
3198	351.819167	70.359722	5.60	43.478
3199	352.288750	12.760556	4.55	62.500
3200	352.383750	-3.467222	6.25	52.632
3201	352.508333	58.548889	4.91	166.667
3202	352.822500	39.236389	5.22	66.667
3203	352.881250	-3.912778	6.49	24.390
3204	353.488333	31.325278	4.98	55.556
3205	353.656250	40.236389	5.59	71.429
3206	353.769167	-41.385000	4.71	200.000
3207	354.272500	-30.129167	6.52	333.333
3208	354.462500	-44.507500	4.74	62.500
3209	354.391250	46.458056	3.82	20.000
3210	354.383333	44.429167	5.80	250.000
3211	354.494167	46.199722	6.58	31.250
3212	354.534167	43.268056	4.29	90.909
3213	354.866667	-45.362222	6.09	125.000
3214	354.946250	-13.778333	5.00	62.500
3215	354.987500	5.626389	4.13	13.333
3216	354.836667	77.632500	3.21	15.625
3217	355.159167	-31.926944	5.31	37.037
3218	355.102083	44.333889	4.14	55.556
3219	355.440833	-16.183611	4.82	111.111
3220	355.511667	1.780000	4.50	35.714
3221	355.616250	-14.552222	5.28	66.667
3222	355.680417	-13.455000	4.49	24.390
3223	355.843333	10.331389	5.06	100.000
3224	356.005833	-44.916667	6.09	52.632
3225	356.105833	-69.509722	6.07	71.429
3226	356.050000	-63.595556	5.72	142.857
3227	355.997917	29.361667	4.93	55.556
3228	356.201250	55.799722	6.51	125.000
3229	356.503750	-17.321944	5.29	83.333
3230	356.508750	46.420278	4.95	1000.000
3231	356.597917	3.486667	5.04	250.000
3232	356.764583	58.651944	4.87	71.429
3233	356.888333	46.832500	6.07	500.000
3234	356.978333	67.806944	5.04	66.667
3235	357.231667	-27.869722	4.57	25.641
3236	357.162500	64.876389	6.41	111.111
3237	357.209167	62.214444	5.43	1000.000
3238	357.838750	-17.091111	5.18	43.478
3239	357.990000	77.599444	6.55	23.810
3240	358.122083	19.120278	5.08	90.909
3241	358.104583	75.544722	6.39	10.309
3242	358.154583	10.947500	5.30	55.556
3243	358.589167	-26.957778	6.35	166.667
3244	358.595833	57.499444	4.54	43.478
3245	358.660833	-39.700000	6.03	34.483
3246	358.890417	57.412222	6.00	34.483
3247	359.396667	-63.701667	5.00	27.778
3248	359.439583	25.141389	4.66	200.000
3249	359.668333	-2.443889	4.86	34.483
3250	359.732500	-51.254167	5.13	62.500
3251	359.752083	55.755000	4.88	166.667
3252	359.827917	6.863333	4.01	55.556
3253	359.871667	33.724444	6.58	19.608
3254	359.871667	33.724444	6.58	19.608
3255	0.333333	-49.662778	5.53	125.000
3256	0.398750	-76.934167	4.78	58.824
3257	0.542500	27.081944	5.75	12.048
3258	0.490000	-5.985833	4.41	166.667
3259	0.650417	66.098889	5.86	100.000
3260	0.935000	-16.663889	4.55	142.857
3261	1.125417	-9.490556	4.94	62.500
3262	1.175000	67.166667	5.67	76.923
3263	1.224167	34.659722	6.12	28.571
